CSID,CaseMasterID,csdate,cstype,PolicePersonID
8173,8173,2025-11-13,A,111
8175,8175,2024-10-19,A,386
8184,8184,2026-03-13,A,124
8185,8185,2024-02-27,A,159
8187,8187,2024-06-02,A,197
8190,8190,2023-05-05,A,171
8193,8193,2025-01-04,A,258
8195,8195,2024-04-28,A,12
8197,8197,2025-08-19,A,331
8199,8199,2023-08-04,A,288
8200,8200,2023-07-23,A,307
8210,8210,2023-09-17,A,244
8211,8211,2025-12-06,A,248
8214,8214,2025-03-11,A,188
8216,8216,2025-10-06,A,388
8227,8227,2024-01-15,A,145
8228,8228,2025-11-15,A,343
8229,8229,2025-08-24,A,35
8234,8234,2025-12-26,A,331
8236,8236,2023-06-13,A,69
8243,8243,2024-01-28,A,26
8246,8246,2025-12-24,A,73
8250,8250,2025-11-17,A,18
8254,8254,2024-04-02,A,198
8257,8257,2025-08-02,A,197
8266,8266,2024-12-21,A,217
8269,8269,2023-12-24,A,15
8271,8271,2024-12-11,A,26
8272,8272,2023-07-07,A,105
8273,8273,2023-05-16,A,157
8278,8278,2023-04-18,A,165
8282,8282,2023-06-21,A,316
8286,8286,2023-06-02,A,282
8289,8289,2023-07-18,A,197
8290,8290,2025-03-02,A,196
8296,8296,2023-03-21,A,239
8299,8299,2025-07-26,A,367
8301,8301,2025-10-30,A,398
8304,8304,2023-07-13,A,397
8306,8306,2025-04-07,A,315
8311,8311,2023-09-19,A,205
8314,8314,2024-10-25,A,7
8316,8316,2025-08-03,A,278
8324,8324,2023-07-19,A,92
8329,8329,2023-11-24,A,108
8334,8334,2023-09-07,A,210
8335,8335,2025-01-21,A,59
8339,8339,2025-02-23,A,349
8340,8340,2023-08-16,A,273
8351,8351,2024-01-27,A,65
8354,8354,2025-05-02,A,218
8364,8364,2023-09-13,A,179
8368,8368,2024-03-19,A,253
8370,8370,2023-03-10,A,35
8371,8371,2025-04-08,A,39
8372,8372,2024-06-21,A,120
8375,8375,2023-08-22,A,180
8376,8376,2025-03-30,A,201
8378,8378,2023-11-05,A,187
8385,8385,2023-12-22,A,160
8393,8393,2024-09-06,A,224
8396,8396,2024-06-17,A,226
8402,8402,2025-08-30,A,107
8408,8408,2024-05-11,A,312
8411,8411,2024-01-05,A,98
8420,8420,2024-06-19,A,233
8421,8421,2024-09-28,A,191
8425,8425,2026-02-26,A,335
8426,8426,2025-03-20,A,377
8429,8429,2025-08-05,A,266
8430,8430,2023-12-02,A,196
8431,8431,2025-12-11,A,27
8432,8432,2024-10-25,A,375
8439,8439,2024-11-20,A,305
8441,8441,2023-12-14,A,158
8454,8454,2025-04-19,A,90
8455,8455,2024-02-02,A,229
8456,8456,2023-07-17,A,6
8457,8457,2023-04-01,A,392
8460,8460,2025-06-10,A,221
8467,8467,2025-02-04,A,61
8473,8473,2023-08-23,A,368
8475,8475,2023-10-20,A,355
8486,8486,2023-12-31,A,154
8489,8489,2025-11-16,A,287
8490,8490,2025-08-20,A,346
8491,8491,2023-10-04,A,376
8496,8496,2026-02-05,A,188
8499,8499,2024-01-06,A,387
8500,8500,2025-08-10,A,320
8502,8502,2023-06-26,A,371
8505,8505,2024-06-28,A,286
8511,8511,2025-09-29,A,66
8512,8512,2024-09-01,A,86
8513,8513,2025-11-02,A,236
8514,8514,2023-05-26,A,204
8518,8518,2023-06-07,A,57
8519,8519,2026-02-17,A,365
8527,8527,2024-10-04,A,80
8532,8532,2026-01-19,A,179
8533,8533,2025-06-13,A,204
8534,8534,2023-07-22,A,329
8539,8539,2025-01-21,A,255
8543,8543,2023-07-20,A,281
8545,8545,2024-07-25,A,372
8550,8550,2024-05-13,A,210
8551,8551,2023-11-25,A,199
8553,8553,2025-11-08,A,387
8554,8554,2024-09-06,A,346
8556,8556,2025-05-30,A,85
8558,8558,2024-10-02,A,9
8560,8560,2024-11-17,A,74
8562,8562,2024-12-15,A,116
8563,8563,2026-02-14,A,101
8567,8567,2023-04-18,A,8
8572,8572,2023-11-25,A,79
8574,8574,2025-05-18,A,371
8578,8578,2023-10-18,A,368
8582,8582,2024-04-13,A,274
8585,8585,2023-06-12,A,338
8587,8587,2025-05-03,A,56
8588,8588,2023-06-18,A,168
8594,8594,2025-05-29,A,299
8598,8598,2023-12-07,A,385
8599,8599,2024-04-22,A,258
8607,8607,2024-10-02,A,322
8614,8614,2026-03-23,A,15
8615,8615,2023-08-13,A,200
8616,8616,2025-04-15,A,205
8622,8622,2023-05-07,A,205
8629,8629,2024-10-20,A,82
8631,8631,2023-10-28,A,115
8635,8635,2024-12-11,A,278
8639,8639,2024-03-27,A,282
8643,8643,2025-01-20,A,62
8650,8650,2023-10-26,A,380
8652,8652,2025-05-04,A,193
8653,8653,2025-10-17,A,63
8656,8656,2025-12-07,A,130
8657,8657,2024-04-14,A,352
8660,8660,2025-07-16,A,268
8663,8663,2025-01-05,A,130
8664,8664,2025-04-14,A,289
8672,8672,2023-11-21,A,397
8678,8678,2024-02-13,A,334
8684,8684,2025-01-25,A,282
8686,8686,2025-04-20,A,379
8689,8689,2025-10-25,A,230
8693,8693,2026-01-10,A,100
8699,8699,2023-06-18,A,20
8702,8702,2025-08-20,A,289
8703,8703,2023-05-29,A,288
8706,8706,2023-08-17,A,28
8709,8709,2024-03-21,A,167
8717,8717,2023-04-05,A,332
8728,8728,2024-03-14,A,298
8729,8729,2026-03-04,A,157
8730,8730,2024-07-28,A,116
8732,8732,2024-01-09,A,271
8734,8734,2024-12-14,A,143
8736,8736,2024-10-22,A,303
8745,8745,2025-09-17,A,253
8747,8747,2023-07-28,A,212
8759,8759,2025-08-01,A,108
8760,8760,2025-02-03,A,170
8763,8763,2025-10-15,A,356
8766,8766,2023-05-23,A,182
8771,8771,2025-10-15,A,20
8773,8773,2025-04-06,A,375
8779,8779,2024-09-29,A,39
8781,8781,2023-08-27,A,15
8782,8782,2024-12-14,A,282
8783,8783,2024-07-02,A,360
8784,8784,2026-02-20,A,283
8785,8785,2023-12-09,A,241
8790,8790,2024-02-11,A,52
8792,8792,2025-10-19,A,319
8793,8793,2023-07-15,A,387
8794,8794,2025-04-29,A,46
8807,8807,2023-12-04,A,302
8816,8816,2026-02-13,A,95
8821,8821,2025-10-12,A,265
8824,8824,2026-01-11,A,163
8827,8827,2025-05-21,A,322
8832,8832,2024-08-31,A,191
8836,8836,2023-11-15,A,15
8840,8840,2023-12-21,A,116
8845,8845,2024-10-12,A,187
8847,8847,2026-02-10,A,31
8848,8848,2024-01-07,A,256
8849,8849,2025-06-26,A,302
8851,8851,2024-09-26,A,122
8852,8852,2024-10-30,A,309
8857,8857,2023-12-31,A,330
8859,8859,2023-08-18,A,238
8861,8861,2023-07-10,A,187
8874,8874,2024-11-08,A,19
8875,8875,2023-07-22,A,95
8876,8876,2025-06-12,A,81
8877,8877,2024-12-30,A,253
8878,8878,2023-08-29,A,306
8881,8881,2024-11-03,A,308
8891,8891,2024-02-23,A,191
8893,8893,2023-08-09,A,158
8896,8896,2025-01-29,A,204
8905,8905,2023-03-25,A,284
8906,8906,2023-05-27,A,115
8908,8908,2023-06-07,A,70
8911,8911,2025-02-15,A,68
8915,8915,2024-04-04,A,83
8916,8916,2025-12-29,A,247
8918,8918,2024-09-05,A,176
8930,8930,2024-12-20,A,97
8931,8931,2024-01-08,A,215
8935,8935,2025-07-09,A,285
8936,8936,2023-07-17,A,203
8937,8937,2023-10-19,A,233
8944,8944,2024-11-02,A,212
8946,8946,2024-05-17,A,289
8956,8956,2024-04-15,A,139
8957,8957,2025-04-18,A,131
8959,8959,2024-11-22,A,329
8960,8960,2025-04-11,A,332
8965,8965,2025-07-06,A,335
8966,8966,2025-03-10,A,269
8967,8967,2024-08-11,A,255
8972,8972,2024-04-12,A,10
8984,8984,2023-03-22,A,364
8985,8985,2023-09-23,A,114
8991,8991,2025-01-21,A,108
8994,8994,2023-09-04,A,368
8998,8998,2024-02-26,A,228
8999,8999,2024-07-10,A,286
9001,9001,2024-12-26,A,56
9008,9008,2023-04-24,A,293
9011,9011,2023-12-31,A,356
9018,9018,2023-04-02,A,313
9020,9020,2023-04-26,A,370
9024,9024,2023-04-22,A,108
9029,9029,2023-12-30,A,204
9032,9032,2025-12-23,A,348
9033,9033,2024-01-02,A,50
9034,9034,2023-11-26,A,18
9035,9035,2024-08-27,A,118
9039,9039,2025-06-05,A,185
9046,9046,2024-05-16,A,230
9048,9048,2025-02-06,A,111
9063,9063,2023-09-18,A,135
9064,9064,2023-04-11,A,18
9072,9072,2023-05-31,A,400
9074,9074,2025-08-25,A,289
9076,9076,2023-10-03,A,62
9080,9080,2024-10-08,A,65
9082,9082,2023-04-06,A,302
9083,9083,2024-04-20,A,187
9085,9085,2025-07-17,A,316
9087,9087,2024-02-28,A,68
9088,9088,2023-07-15,A,316
9090,9090,2024-09-07,A,341
9091,9091,2023-08-06,A,379
9096,9096,2024-11-07,A,397
9101,9101,2024-12-09,A,160
9104,9104,2023-07-19,A,255
9105,9105,2024-07-05,A,300
9106,9106,2025-05-04,A,223
9107,9107,2023-03-09,A,258
9109,9109,2024-02-15,A,63
9111,9111,2024-09-11,A,114
9112,9112,2024-10-31,A,364
9113,9113,2025-12-26,A,58
9115,9115,2025-08-22,A,229
9118,9118,2026-01-18,A,349
9119,9119,2025-03-24,A,180
9120,9120,2025-07-17,A,278
9123,9123,2025-07-28,A,316
9124,9124,2024-03-13,A,116
9126,9126,2024-04-16,A,219
9127,9127,2023-11-26,A,312
9139,9139,2025-06-26,A,250
9141,9141,2024-01-17,A,178
9142,9142,2023-06-08,A,327
9151,9151,2023-11-02,A,227
9152,9152,2024-10-29,A,138
9153,9153,2023-09-13,A,302
9156,9156,2023-07-15,A,167
9159,9159,2025-06-21,A,177
9161,9161,2023-08-29,A,62
9163,9163,2025-07-17,A,15
9164,9164,2023-04-26,A,61
9167,9167,2025-03-25,A,257
9172,9172,2024-05-07,A,100
9176,9176,2023-03-27,A,39
9180,9180,2024-06-25,A,108
9185,9185,2024-09-21,A,132
9196,9196,2024-02-27,A,327
9198,9198,2024-11-28,A,373
9200,9200,2023-10-22,A,276
9201,9201,2024-07-07,A,53
9202,9202,2025-01-09,A,246
9203,9203,2025-06-05,A,69
9204,9204,2024-05-30,A,153
9205,9205,2024-01-17,A,203
9212,9212,2023-04-08,A,287
9213,9213,2024-08-29,A,163
9214,9214,2025-11-27,A,369
9216,9216,2024-08-06,A,21
9217,9217,2024-11-13,A,309
9220,9220,2023-10-17,A,31
9221,9221,2024-08-16,A,324
9222,9222,2023-10-19,A,278
9227,9227,2023-12-21,A,77
9228,9228,2023-03-18,A,285
9231,9231,2023-05-12,A,70
9240,9240,2024-02-06,A,153
9243,9243,2026-01-08,A,243
9250,9250,2025-12-27,A,265
9256,9256,2024-10-02,A,249
9257,9257,2023-12-05,A,185
9264,9264,2023-08-10,A,49
9265,9265,2023-12-08,A,297
9267,9267,2023-08-05,A,241
9273,9273,2025-04-07,A,365
9279,9279,2025-10-21,A,101
9280,9280,2025-10-08,A,152
9281,9281,2024-01-26,A,34
9285,9285,2025-02-20,A,298
9287,9287,2024-01-16,A,33
9292,9292,2025-01-24,A,312
9297,9297,2023-11-29,A,33
9298,9298,2023-03-01,A,342
9300,9300,2025-02-06,A,170
9304,9304,2024-10-10,A,128
9305,9305,2024-11-06,A,205
9306,9306,2024-08-22,A,255
9308,9308,2024-09-02,A,94
9310,9310,2024-11-03,A,142
9316,9316,2025-12-29,A,152
9320,9320,2025-06-28,A,18
9322,9322,2025-08-29,A,379
9326,9326,2024-07-30,A,320
9327,9327,2025-06-22,A,373
9329,9329,2025-09-02,A,23
9332,9332,2023-05-21,A,111
9333,9333,2025-10-24,A,87
9342,9342,2023-02-28,A,247
9344,9344,2026-01-28,A,141
9348,9348,2023-09-27,A,349
9350,9350,2024-05-03,A,233
9352,9352,2026-02-21,A,292
9353,9353,2025-02-09,A,313
9355,9355,2025-10-20,A,287
9358,9358,2024-04-05,A,225
9361,9361,2023-08-14,A,269
9363,9363,2023-03-04,A,165
9366,9366,2025-01-29,A,339
9368,9368,2025-11-04,A,189
9372,9372,2025-04-28,A,302
9380,9380,2024-04-28,A,352
9381,9381,2023-11-13,A,188
9382,9382,2023-04-06,A,239
9384,9384,2025-02-19,A,32
9385,9385,2024-01-23,A,248
9386,9386,2023-02-28,A,368
9396,9396,2024-06-23,A,9
9397,9397,2023-07-16,A,159
9406,9406,2025-11-15,A,8
9407,9407,2024-02-23,A,116
9417,9417,2023-12-23,A,363
9421,9421,2024-03-21,A,282
9426,9426,2023-03-10,A,365
9428,9428,2023-10-01,A,91
9433,9433,2024-10-03,A,107
9436,9436,2025-06-19,A,90
9440,9440,2023-05-05,A,346
9443,9443,2023-06-21,A,197
9447,9447,2023-03-18,A,327
9448,9448,2024-07-23,A,307
9449,9449,2023-12-19,A,253
9452,9452,2024-03-31,A,155
9455,9455,2025-11-29,A,285
9459,9459,2025-12-05,A,65
9466,9466,2023-09-20,A,70
9472,9472,2023-05-28,A,302
9473,9473,2023-02-26,A,206
9478,9478,2025-06-17,A,237
9481,9481,2023-12-21,A,210
9484,9484,2024-04-12,A,321
9486,9486,2024-05-09,A,61
9487,9487,2024-08-09,A,276
9490,9490,2026-01-17,A,190
9491,9491,2024-04-17,A,309
9495,9495,2024-08-13,A,372
9497,9497,2023-03-29,A,297
9506,9506,2023-09-24,A,358
9508,9508,2023-08-25,A,153
9510,9510,2024-09-08,A,64
9513,9513,2025-09-22,A,70
9523,9523,2024-03-01,A,160
9524,9524,2025-05-28,A,276
9527,9527,2025-07-19,A,230
9531,9531,2025-08-30,A,87
9534,9534,2025-01-06,A,14
9539,9539,2023-08-09,A,85
9553,9553,2024-11-07,A,342
9558,9558,2025-05-05,A,84
9559,9559,2024-05-02,A,107
9561,9561,2023-10-10,A,31
9562,9562,2023-06-01,A,201
9564,9564,2023-05-15,A,15
9565,9565,2024-12-26,A,398
9568,9568,2025-02-22,A,297
9569,9569,2023-12-20,A,150
9572,9572,2025-06-25,A,265
9574,9574,2024-07-15,A,276
9581,9581,2024-08-14,A,64
9584,9584,2023-03-20,A,28
9587,9587,2023-05-01,A,342
9590,9590,2023-08-10,A,336
9593,9593,2024-05-21,A,143
9600,9600,2024-09-09,A,98
9606,9606,2025-02-21,A,327
9609,9609,2024-07-16,A,159
9616,9616,2024-09-16,A,82
9618,9618,2025-03-12,A,197
9625,9625,2024-10-23,A,21
9628,9628,2023-12-05,A,313
9629,9629,2025-02-03,A,95
9636,9636,2024-12-17,A,365
9638,9638,2024-05-05,A,98
9639,9639,2024-10-03,A,298
9642,9642,2023-05-24,A,86
9647,9647,2025-09-26,A,123
9650,9650,2023-10-09,A,379
9651,9651,2025-05-29,A,248
9653,9653,2023-06-15,A,299
9655,9655,2023-11-14,A,132
9657,9657,2025-07-19,A,379
9658,9658,2024-06-12,A,71
9659,9659,2025-04-05,A,203
9660,9660,2023-04-07,A,230
9665,9665,2026-01-20,A,157
9666,9666,2024-06-05,A,53
9668,9668,2025-02-25,A,294
9669,9669,2025-02-28,A,330
9670,9670,2026-02-14,A,188
9671,9671,2025-04-12,A,34
9675,9675,2024-11-18,A,340
9676,9676,2025-03-28,A,387
9677,9677,2026-01-19,A,65
9678,9678,2024-04-18,A,282
9688,9688,2025-01-12,A,368
9689,9689,2024-03-17,A,28
9693,9693,2023-11-02,A,259
9695,9695,2025-04-15,A,61
9699,9699,2023-05-13,A,140
9701,9701,2024-11-22,A,143
9702,9702,2023-06-07,A,247
9703,9703,2024-03-19,A,127
9710,9710,2024-01-11,A,106
9711,9711,2024-09-24,A,185
9715,9715,2023-10-19,A,31
9719,9719,2024-01-20,A,201
9721,9721,2024-02-03,A,258
9729,9729,2024-10-02,A,205
9731,9731,2025-02-19,A,186
9734,9734,2023-09-17,A,332
9737,9737,2025-04-13,A,77
9738,9738,2024-07-29,A,258
9740,9740,2024-08-14,A,362
9741,9741,2023-08-07,A,368
9742,9742,2023-11-19,A,68
9754,9754,2025-07-21,A,13
9757,9757,2024-06-27,A,6
9758,9758,2025-06-15,A,53
9763,9763,2025-06-20,A,238
9766,9766,2024-06-03,A,192
9767,9767,2025-03-09,A,91
9773,9773,2024-04-06,A,161
9775,9775,2025-12-16,A,129
9782,9782,2024-05-15,A,116
9783,9783,2025-07-25,A,114
9788,9788,2025-12-05,A,31
9796,9796,2024-08-07,A,204
9797,9797,2025-06-23,A,27
9800,9800,2024-11-22,A,221
9803,9803,2023-10-27,A,199
9805,9805,2025-07-29,A,400
9806,9806,2026-02-19,A,278
9807,9807,2026-01-28,A,376
9810,9810,2024-01-21,A,35
9811,9811,2023-05-01,A,166
9821,9821,2024-06-23,A,276
9824,9824,2026-02-09,A,114
9825,9825,2025-12-13,A,85
9837,9837,2025-02-20,A,58
9842,9842,2026-01-23,A,303
9847,9847,2023-11-07,A,68
9849,9849,2024-01-02,A,341
9850,9850,2023-05-20,A,254
9851,9851,2023-12-29,A,286
9852,9852,2023-06-11,A,268
9853,9853,2025-06-19,A,331
9862,9862,2023-12-21,A,130
9863,9863,2023-08-02,A,302
9866,9866,2023-07-12,A,400
9867,9867,2024-09-25,A,294
9872,9872,2023-04-07,A,130
9873,9873,2024-01-07,A,54
9875,9875,2025-01-07,A,149
9879,9879,2025-07-01,A,276
9881,9881,2023-08-24,A,100
9886,9886,2024-07-05,A,174
9888,9888,2023-06-11,A,152
9892,9892,2023-03-28,A,15
9894,9894,2025-12-05,A,379
9895,9895,2024-06-18,A,198
9896,9896,2023-02-08,A,200
9909,9909,2025-01-29,A,349
9914,9914,2024-06-26,A,226
9921,9921,2023-09-29,A,355
9922,9922,2026-01-25,A,200
9929,9929,2026-01-28,A,129
9934,9934,2024-02-11,A,196
9935,9935,2025-10-19,A,35
9939,9939,2023-12-25,A,387
9942,9942,2025-02-26,A,311
9945,9945,2025-01-05,A,385
9949,9949,2023-10-08,A,13
9950,9950,2025-05-08,A,139
9954,9954,2024-12-18,A,62
9955,9955,2024-09-30,A,160
9956,9956,2025-09-10,A,241
9957,9957,2025-05-11,A,65
9958,9958,2025-09-17,A,204
9961,9961,2024-04-16,A,81
9963,9963,2023-11-08,A,372
9965,9965,2023-08-21,A,377
9966,9966,2024-05-12,A,303
9969,9969,2023-05-14,A,68
9970,9970,2025-12-02,A,247
9977,9977,2023-03-26,A,15
9978,9978,2023-03-06,A,205
9985,9985,2025-07-15,A,141
9993,9993,2023-04-12,A,183
9994,9994,2023-06-13,A,374
10013,10013,2023-12-31,A,258
10021,10021,2023-07-17,A,230
10023,10023,2024-04-15,A,10
10028,10028,2025-06-16,A,205
10029,10029,2024-08-20,A,276
10033,10033,2025-12-29,A,295
10035,10035,2024-06-01,A,125
10036,10036,2023-11-25,A,224
10037,10037,2025-09-22,A,57
10038,10038,2026-01-25,A,54
10043,10043,2025-01-18,A,1
10044,10044,2023-08-02,A,135
10047,10047,2023-08-20,A,85
10048,10048,2024-04-28,A,126
10049,10049,2024-10-01,A,187
10051,10051,2023-03-20,A,95
10054,10054,2024-01-27,A,212
10058,10058,2026-01-20,A,282
10059,10059,2024-10-05,A,400
10066,10066,2024-06-01,A,230
10068,10068,2025-08-07,A,229
10069,10069,2024-12-25,A,213
10071,10071,2025-04-25,A,63
10072,10072,2023-04-28,A,302
10073,10073,2024-06-10,A,346
10076,10076,2023-07-05,A,86
10082,10082,2025-06-21,A,204
10087,10087,2025-09-29,A,6
10089,10089,2025-06-20,A,248
10090,10090,2024-11-24,A,377
10091,10091,2024-01-22,A,56
10093,10093,2024-10-29,A,279
10096,10096,2023-06-20,A,311
10098,10098,2024-08-07,A,194
10100,10100,2025-10-18,A,253
10110,10110,2024-10-06,A,302
10117,10117,2025-07-18,A,227
10122,10122,2023-03-04,A,368
10123,10123,2024-01-05,A,155
10128,10128,2025-06-12,A,101
10129,10129,2024-05-28,A,197
10134,10134,2025-10-06,A,27
10138,10138,2023-09-18,A,305
10148,10148,2024-11-27,A,31
10152,10152,2023-02-24,A,264
10154,10154,2025-06-16,A,330
10157,10157,2025-08-12,A,212
10159,10159,2023-05-07,A,63
10161,10161,2024-12-21,A,85
10162,10162,2024-03-24,A,360
10163,10163,2025-08-05,A,311
10169,10169,2025-08-01,A,259
10173,10173,2023-10-17,A,95
10175,10175,2025-04-12,A,95
10176,10176,2023-10-04,A,19
10178,10178,2025-01-01,A,180
10189,10189,2025-03-10,A,367
10193,10193,2026-01-06,A,372
10194,10194,2025-01-05,A,152
10195,10195,2024-02-14,A,225
10196,10196,2025-11-12,A,242
10197,10197,2026-02-24,A,91
10207,10207,2025-08-08,A,330
10208,10208,2024-06-24,A,282
10210,10210,2024-11-17,A,386
10213,10213,2025-10-21,A,312
10226,10226,2024-02-22,A,250
10231,10231,2025-07-17,A,338
10232,10232,2024-12-20,A,65
10233,10233,2024-06-16,A,9
10243,10243,2025-03-04,A,215
10245,10245,2023-12-31,A,178
10251,10251,2023-10-16,A,91
10253,10253,2026-01-20,A,86
10256,10256,2024-05-17,A,324
10260,10260,2024-02-01,A,91
10262,10262,2024-03-18,A,65
10267,10267,2023-06-07,A,321
10269,10269,2026-01-27,A,200
10270,10270,2023-06-03,A,124
10278,10278,2024-11-12,A,196
10280,10280,2025-08-10,A,313
10284,10284,2025-08-30,A,205
10285,10285,2023-05-06,A,13
10292,10292,2024-04-01,A,139
10301,10301,2023-09-27,A,107
10306,10306,2024-04-14,A,398
10307,10307,2024-04-14,A,365
10311,10311,2023-04-27,A,214
10314,10314,2024-03-23,A,65
10317,10317,2023-11-24,A,220
10319,10319,2023-09-05,A,197
10320,10320,2024-02-13,A,302
10322,10322,2023-10-09,A,58
10323,10323,2025-01-15,A,137
10324,10324,2026-02-15,A,247
10328,10328,2024-02-10,A,166
10331,10331,2025-02-21,A,170
10332,10332,2023-03-16,A,291
10334,10334,2024-03-17,A,141
10337,10337,2024-10-15,A,226
10338,10338,2024-10-29,A,54
10339,10339,2024-10-13,A,218
10342,10342,2024-04-29,A,187
10350,10350,2025-01-18,A,67
10354,10354,2024-12-03,A,15
10356,10356,2026-02-04,A,247
10360,10360,2023-09-03,A,367
10365,10365,2023-06-12,A,212
10366,10366,2026-02-11,A,75
10367,10367,2024-11-12,A,389
10370,10370,2023-07-20,A,368
10373,10373,2024-03-19,A,335
10378,10378,2023-12-07,A,77
10380,10380,2025-07-28,A,38
10382,10382,2023-12-28,A,265
10383,10383,2024-03-28,A,6
10384,10384,2025-11-19,A,58
10385,10385,2025-01-24,A,342
10387,10387,2024-01-27,A,65
10388,10388,2023-10-04,A,380
10394,10394,2024-11-10,A,62
10403,10403,2024-09-22,A,211
10404,10404,2025-03-01,A,374
10405,10405,2024-02-14,A,289
10409,10409,2025-07-06,A,399
10410,10410,2025-07-20,A,373
10413,10413,2023-05-30,A,253
10414,10414,2023-09-25,A,399
10418,10418,2026-03-03,A,351
10421,10421,2024-05-05,A,202
10422,10422,2023-09-23,A,268
10423,10423,2023-10-25,A,31
10426,10426,2024-02-06,A,85
10432,10432,2023-04-19,A,380
10438,10438,2025-04-12,A,90
10445,10445,2024-05-03,A,237
10447,10447,2023-03-04,A,258
10451,10451,2024-12-14,A,166
10452,10452,2024-02-01,A,360
10458,10458,2025-01-23,A,71
10460,10460,2025-01-08,A,80
10463,10463,2026-02-06,A,396
10466,10466,2024-08-12,A,67
10468,10468,2024-07-20,A,345
10469,10469,2024-11-12,A,330
10470,10470,2023-11-07,A,239
10471,10471,2025-10-08,A,101
10476,10476,2024-11-08,A,292
10477,10477,2023-06-30,A,309
10479,10479,2023-09-04,A,379
10484,10484,2025-02-14,A,271
10486,10486,2025-01-22,A,196
10487,10487,2023-08-26,A,391
10491,10491,2024-10-12,A,96
10492,10492,2025-06-27,A,236
10494,10494,2025-12-12,A,391
10495,10495,2025-04-27,A,205
10497,10497,2026-01-14,A,316
10500,10500,2025-03-14,A,324
10506,10506,2025-06-27,A,349
10514,10514,2025-11-26,A,199
10519,10519,2024-02-14,A,302
10525,10525,2023-07-20,A,30
10526,10526,2025-05-22,A,52
10527,10527,2025-08-17,A,227
10532,10532,2024-12-20,A,248
10534,10534,2025-05-03,A,188
10537,10537,2025-03-03,A,246
10538,10538,2024-10-12,A,376
10539,10539,2025-11-09,A,165
10540,10540,2025-10-29,A,332
10541,10541,2024-12-04,A,53
10543,10543,2026-03-02,A,332
10544,10544,2024-12-03,A,306
10545,10545,2023-09-14,A,10
10548,10548,2024-11-07,A,20
10549,10549,2024-06-05,A,50
10550,10550,2025-11-06,A,108
10551,10551,2023-12-14,A,264
10559,10559,2025-12-27,A,341
10562,10562,2025-11-02,A,165
10564,10564,2023-07-14,A,278
10565,10565,2024-01-20,A,246
10568,10568,2024-08-14,A,57
10571,10571,2024-07-03,A,304
10583,10583,2025-08-18,A,114
10585,10585,2023-05-09,A,165
10587,10587,2025-11-07,A,334
10589,10589,2026-02-15,A,399
10590,10590,2024-01-02,A,143
10591,10591,2026-01-08,A,255
10592,10592,2026-03-21,A,344
10606,10606,2025-09-06,A,91
10607,10607,2025-03-15,A,19
10608,10608,2023-11-09,A,106
10613,10613,2025-01-28,A,134
10618,10618,2026-02-28,A,203
10620,10620,2024-07-08,A,254
10625,10625,2024-08-14,A,71
10626,10626,2023-06-04,A,18
10630,10630,2023-04-27,A,91
10634,10634,2024-03-11,A,215
10636,10636,2023-06-25,A,372
10642,10642,2024-03-09,A,291
10644,10644,2025-06-23,A,379
10650,10650,2024-08-02,A,115
10654,10654,2025-04-10,A,221
10662,10662,2023-07-11,A,359
10665,10665,2024-09-27,A,27
10669,10669,2024-01-23,A,41
10671,10671,2023-05-17,A,364
10673,10673,2023-08-02,A,85
10675,10675,2024-05-20,A,338
10678,10678,2025-02-11,A,184
10687,10687,2025-02-04,A,220
10688,10688,2025-01-02,A,152
10690,10690,2025-12-08,A,367
10693,10693,2025-02-02,A,270
10698,10698,2023-11-26,A,278
10700,10700,2025-04-03,A,266
10701,10701,2024-10-11,A,352
10702,10702,2024-01-20,A,191
10703,10703,2026-01-12,A,170
10706,10706,2025-12-11,A,282
10709,10709,2024-05-17,A,208
10710,10710,2023-12-11,A,378
10714,10714,2023-12-04,A,359
10718,10718,2024-11-27,A,289
10719,10719,2023-07-20,A,58
10724,10724,2023-03-18,A,163
10725,10725,2023-08-11,A,247
10727,10727,2023-08-20,A,305
10728,10728,2023-04-22,A,220
10731,10731,2024-07-02,A,116
10736,10736,2024-02-29,A,64
10739,10739,2023-04-10,A,6
10748,10748,2023-06-04,A,313
10750,10750,2025-12-14,A,132
10753,10753,2024-09-13,A,106
10754,10754,2023-12-20,A,230
10758,10758,2024-11-11,A,62
10764,10764,2025-04-02,A,356
10769,10769,2025-08-12,A,361
10770,10770,2024-06-21,A,207
10771,10771,2025-02-07,A,99
10777,10777,2025-10-20,A,31
10779,10779,2024-04-24,A,309
10782,10782,2026-03-03,A,269
10785,10785,2024-07-03,A,294
10786,10786,2025-09-02,A,52
10788,10788,2025-08-21,A,314
10791,10791,2026-02-07,A,121
10797,10797,2024-08-04,A,92
10799,10799,2025-10-13,A,297
10810,10810,2024-06-24,A,255
10812,10812,2025-06-05,A,324
10813,10813,2025-04-24,A,298
10814,10814,2023-05-23,A,130
10817,10817,2025-08-29,A,259
10825,10825,2023-05-16,A,332
10826,10826,2026-02-12,A,50
10828,10828,2023-09-24,A,327
10829,10829,2023-09-26,A,130
10831,10831,2025-08-22,A,123
10832,10832,2023-08-04,A,141
10834,10834,2025-03-01,A,111
10835,10835,2024-09-09,A,379
10837,10837,2025-10-18,A,378
10841,10841,2024-03-27,A,9
10843,10843,2024-07-26,A,110
10844,10844,2024-04-02,A,197
10845,10845,2025-05-02,A,67
10851,10851,2023-02-19,A,387
10852,10852,2023-09-13,A,188
10853,10853,2024-10-19,A,137
