node,type
VIC-14333,victim
VIC-14334,victim
VIC-14335,victim
VIC-14336,victim
VIC-14337,victim
ACC-00437,suspect
VIC-14338,victim
VIC-14339,victim
VIC-14340,victim
VIC-14341,victim
VIC-14342,victim
VIC-14343,victim
VIC-14344,victim
VIC-14345,victim
VIC-14346,victim
ACC-02692,suspect
VIC-14347,victim
VIC-14348,victim
VIC-14349,victim
ACC-06182,suspect
VIC-14350,victim
VIC-14351,victim
VIC-14352,victim
VIC-14353,victim
VIC-14354,victim
VIC-14355,victim
VIC-14356,victim
VIC-14357,victim
VIC-14358,victim
VIC-14359,victim
VIC-14360,victim
VIC-14361,victim
ACC-07732,suspect
VIC-14362,victim
ACC-04315,suspect
VIC-14363,victim
VIC-14364,victim
ACC-02671,suspect
VIC-14365,victim
VIC-14366,victim
VIC-14367,victim
ACC-04348,suspect
VIC-14368,victim
VIC-14369,victim
VIC-14370,victim
VIC-14371,victim
VIC-14372,victim
VIC-14373,victim
VIC-14374,victim
VIC-14375,victim
VIC-14376,victim
VIC-14377,victim
VIC-14378,victim
ACC-02417,suspect
VIC-14379,victim
ACC-03574,suspect
VIC-14380,victim
VIC-14381,victim
VIC-14382,victim
ACC-02563,suspect
VIC-14383,victim
VIC-14384,victim
ACC-00466,suspect
VIC-14385,victim
VIC-14386,victim
VIC-14387,victim
VIC-14388,victim
ACC-04606,suspect
VIC-14389,victim
VIC-14390,victim
VIC-14391,victim
VIC-14392,victim
VIC-14393,victim
VIC-14394,victim
VIC-14395,victim
VIC-14396,victim
ACC-05881,suspect
VIC-14397,victim
VIC-14398,victim
ACC-07629,suspect
VIC-14399,victim
ACC-05966,suspect
VIC-14400,victim
ACC-02762,suspect
VIC-14401,victim
VIC-14402,victim
VIC-14403,victim
VIC-14404,victim
VIC-14405,victim
ACC-05705,suspect
VIC-14406,victim
VIC-14407,victim
VIC-14408,victim
VIC-14409,victim
VIC-14410,victim
VIC-14411,victim
VIC-14412,victim
VIC-14413,victim
VIC-14414,victim
VIC-14415,victim
ACC-08870,suspect
VIC-14416,victim
VIC-14417,victim
VIC-14418,victim
ACC-02808,suspect
VIC-14419,victim
ACC-00014,suspect
VIC-14420,victim
VIC-14421,victim
VIC-14422,victim
VIC-14423,victim
VIC-14424,victim
VIC-14425,victim
ACC-00053,suspect
VIC-14426,victim
ACC-02104,suspect
VIC-14427,victim
ACC-04927,suspect
VIC-14428,victim
VIC-14429,victim
VIC-14430,victim
VIC-14431,victim
VIC-14432,victim
VIC-14433,victim
ACC-08452,suspect
VIC-14434,victim
VIC-14435,victim
VIC-14436,victim
VIC-14437,victim
ACC-07838,suspect
VIC-14438,victim
VIC-14439,victim
VIC-14440,victim
ACC-05433,suspect
VIC-14441,victim
VIC-14442,victim
ACC-00184,suspect
VIC-14443,victim
VIC-14444,victim
VIC-14445,victim
VIC-14446,victim
ACC-06025,suspect
VIC-14447,victim
VIC-14448,victim
ACC-07115,suspect
VIC-14449,victim
VIC-14450,victim
VIC-14451,victim
ACC-07057,suspect
VIC-14452,victim
ACC-03452,suspect
VIC-14453,victim
ACC-04677,suspect
VIC-14454,victim
VIC-14455,victim
ACC-05716,suspect
VIC-14456,victim
VIC-14457,victim
VIC-14458,victim
ACC-04457,suspect
VIC-14459,victim
VIC-14460,victim
VIC-14461,victim
VIC-14462,victim
VIC-14463,victim
ACC-00758,suspect
VIC-14464,victim
VIC-14465,victim
VIC-14466,victim
VIC-14467,victim
VIC-14468,victim
VIC-14469,victim
VIC-14470,victim
VIC-14471,victim
ACC-00249,suspect
VIC-14472,victim
VIC-14473,victim
VIC-14474,victim
ACC-08678,suspect
VIC-14475,victim
VIC-14476,victim
VIC-14477,victim
ACC-06166,suspect
VIC-14478,victim
VIC-14479,victim
VIC-14480,victim
VIC-14481,victim
ACC-08226,suspect
VIC-14482,victim
VIC-14483,victim
VIC-14484,victim
VIC-14485,victim
VIC-14486,victim
ACC-04368,suspect
VIC-14487,victim
VIC-14488,victim
VIC-14489,victim
VIC-14490,victim
VIC-14491,victim
VIC-14492,victim
VIC-14493,victim
VIC-14494,victim
VIC-14495,victim
VIC-14496,victim
ACC-01745,suspect
VIC-14497,victim
VIC-14498,victim
VIC-14499,victim
VIC-14500,victim
VIC-14501,victim
VIC-14502,victim
VIC-14503,victim
VIC-14504,victim
VIC-14505,victim
VIC-14506,victim
VIC-14507,victim
VIC-14508,victim
VIC-14509,victim
ACC-05988,suspect
VIC-14510,victim
VIC-14511,victim
VIC-14512,victim
VIC-14513,victim
VIC-14514,victim
VIC-14515,victim
VIC-14516,victim
VIC-14517,victim
VIC-14518,victim
VIC-14519,victim
VIC-14520,victim
VIC-14521,victim
VIC-14522,victim
VIC-14523,victim
ACC-08658,suspect
VIC-14524,victim
VIC-14525,victim
ACC-04746,suspect
VIC-14526,victim
VIC-14527,victim
VIC-14528,victim
ACC-06005,suspect
VIC-14529,victim
VIC-14530,victim
ACC-04594,suspect
VIC-14531,victim
VIC-14532,victim
VIC-14533,victim
VIC-14534,victim
VIC-14535,victim
ACC-02998,suspect
VIC-14536,victim
VIC-14537,victim
VIC-14538,victim
VIC-14539,victim
VIC-14540,victim
VIC-14541,victim
VIC-14542,victim
VIC-14543,victim
VIC-14544,victim
VIC-14545,victim
VIC-14546,victim
VIC-14547,victim
VIC-14548,victim
VIC-14549,victim
VIC-14550,victim
ACC-02262,suspect
VIC-14551,victim
VIC-14552,victim
ACC-03983,suspect
VIC-14553,victim
ACC-01490,suspect
VIC-14554,victim
VIC-14555,victim
VIC-14556,victim
VIC-14557,victim
VIC-14558,victim
VIC-14559,victim
VIC-14560,victim
VIC-14561,victim
VIC-14562,victim
VIC-14563,victim
VIC-14564,victim
VIC-14565,victim
VIC-14566,victim
VIC-14567,victim
ACC-03556,suspect
VIC-14568,victim
VIC-14569,victim
ACC-08950,suspect
VIC-14570,victim
ACC-02209,suspect
VIC-14571,victim
VIC-14572,victim
VIC-14573,victim
VIC-14574,victim
ACC-01190,suspect
VIC-14575,victim
VIC-14576,victim
ACC-06496,suspect
VIC-14577,victim
VIC-14578,victim
VIC-14579,victim
VIC-14580,victim
ACC-08597,suspect
VIC-14581,victim
VIC-14582,victim
VIC-14583,victim
VIC-14584,victim
VIC-14585,victim
VIC-14586,victim
ACC-06546,suspect
VIC-14587,victim
VIC-14588,victim
VIC-14589,victim
ACC-06262,suspect
VIC-14590,victim
VIC-14591,victim
VIC-14592,victim
VIC-14593,victim
VIC-14594,victim
ACC-07821,suspect
VIC-14595,victim
VIC-14596,victim
VIC-14597,victim
VIC-14598,victim
VIC-14599,victim
VIC-14600,victim
VIC-14601,victim
VIC-14602,victim
VIC-14603,victim
ACC-07660,suspect
VIC-14604,victim
VIC-14605,victim
VIC-14606,victim
ACC-03760,suspect
VIC-14607,victim
VIC-14608,victim
VIC-14609,victim
VIC-14610,victim
ACC-03036,suspect
VIC-14611,victim
VIC-14612,victim
VIC-14613,victim
ACC-00767,suspect
VIC-14614,victim
VIC-14615,victim
VIC-14616,victim
VIC-14617,victim
VIC-14618,victim
VIC-14619,victim
VIC-14620,victim
ACC-03806,suspect
VIC-14621,victim
ACC-02315,suspect
VIC-14622,victim
ACC-01995,suspect
VIC-14623,victim
VIC-14624,victim
VIC-14625,victim
VIC-14626,victim
VIC-14627,victim
VIC-14628,victim
VIC-14629,victim
ACC-06050,suspect
VIC-14630,victim
VIC-14631,victim
VIC-14632,victim
VIC-14633,victim
ACC-02344,suspect
VIC-14634,victim
ACC-02779,suspect
VIC-14635,victim
VIC-14636,victim
VIC-14637,victim
VIC-14638,victim
VIC-14639,victim
VIC-14640,victim
VIC-14641,victim
VIC-14642,victim
ACC-05992,suspect
VIC-14643,victim
VIC-14644,victim
ACC-01333,suspect
VIC-14645,victim
VIC-14646,victim
VIC-14647,victim
VIC-14648,victim
VIC-14649,victim
ACC-04916,suspect
VIC-14650,victim
ACC-06187,suspect
VIC-14651,victim
VIC-14652,victim
ACC-05245,suspect
VIC-14653,victim
VIC-14654,victim
VIC-14655,victim
ACC-02488,suspect
VIC-14656,victim
VIC-14657,victim
VIC-14658,victim
ACC-05451,suspect
VIC-14659,victim
ACC-08124,suspect
VIC-14660,victim
VIC-14661,victim
VIC-14662,victim
VIC-14663,victim
ACC-07998,suspect
VIC-14664,victim
VIC-14665,victim
VIC-14666,victim
VIC-14667,victim
VIC-14668,victim
VIC-14669,victim
VIC-14670,victim
VIC-14671,victim
VIC-14672,victim
VIC-14673,victim
ACC-08989,suspect
VIC-14674,victim
ACC-03323,suspect
VIC-14675,victim
VIC-14676,victim
VIC-14677,victim
VIC-14678,victim
VIC-14679,victim
VIC-14680,victim
VIC-14681,victim
VIC-14682,victim
VIC-14683,victim
VIC-14684,victim
ACC-04173,suspect
VIC-14685,victim
VIC-14686,victim
VIC-14687,victim
VIC-14688,victim
VIC-14689,victim
VIC-14690,victim
VIC-14691,victim
ACC-03301,suspect
VIC-14692,victim
VIC-14693,victim
VIC-14694,victim
VIC-14695,victim
VIC-14696,victim
VIC-14697,victim
VIC-14698,victim
VIC-14699,victim
ACC-01837,suspect
VIC-14700,victim
VIC-14701,victim
VIC-14702,victim
VIC-14703,victim
VIC-14704,victim
VIC-14705,victim
VIC-14706,victim
ACC-03445,suspect
VIC-14707,victim
VIC-14708,victim
VIC-14709,victim
ACC-06298,suspect
VIC-14710,victim
VIC-14711,victim
VIC-14712,victim
VIC-14713,victim
VIC-14714,victim
ACC-04163,suspect
VIC-14715,victim
ACC-00536,suspect
VIC-14716,victim
VIC-14717,victim
VIC-14718,victim
VIC-14719,victim
ACC-06917,suspect
VIC-14720,victim
ACC-08123,suspect
VIC-14721,victim
ACC-01810,suspect
VIC-14722,victim
VIC-14723,victim
VIC-14724,victim
ACC-05763,suspect
VIC-14725,victim
ACC-05267,suspect
VIC-14726,victim
VIC-14727,victim
VIC-14728,victim
VIC-14729,victim
VIC-14730,victim
ACC-07687,suspect
VIC-14731,victim
VIC-14732,victim
VIC-14733,victim
VIC-14734,victim
ACC-06866,suspect
VIC-14735,victim
VIC-14736,victim
VIC-14737,victim
VIC-14738,victim
ACC-05177,suspect
VIC-14739,victim
VIC-14740,victim
VIC-14741,victim
VIC-14742,victim
VIC-14743,victim
VIC-14744,victim
VIC-14745,victim
ACC-04580,suspect
VIC-14746,victim
VIC-14747,victim
VIC-14748,victim
VIC-14749,victim
VIC-14750,victim
ACC-05923,suspect
VIC-14751,victim
VIC-14752,victim
VIC-14753,victim
ACC-03520,suspect
VIC-14754,victim
ACC-06937,suspect
VIC-14755,victim
ACC-08160,suspect
VIC-14756,victim
VIC-14757,victim
VIC-14758,victim
VIC-14759,victim
VIC-14760,victim
VIC-14761,victim
VIC-14762,victim
VIC-14763,victim
VIC-14764,victim
VIC-14765,victim
VIC-14766,victim
VIC-14767,victim
ACC-08115,suspect
VIC-14768,victim
VIC-14769,victim
VIC-14770,victim
VIC-14771,victim
VIC-14772,victim
ACC-01135,suspect
VIC-14773,victim
VIC-14774,victim
ACC-01161,suspect
VIC-14775,victim
VIC-14776,victim
VIC-14777,victim
ACC-07891,suspect
VIC-14778,victim
VIC-14779,victim
VIC-14780,victim
VIC-14781,victim
VIC-14782,victim
VIC-14783,victim
VIC-14784,victim
VIC-14785,victim
VIC-14786,victim
VIC-14787,victim
VIC-14788,victim
VIC-14789,victim
ACC-01454,suspect
VIC-14790,victim
VIC-14791,victim
VIC-14792,victim
VIC-14793,victim
VIC-14794,victim
ACC-03203,suspect
VIC-14795,victim
VIC-14796,victim
VIC-14797,victim
VIC-14798,victim
VIC-14799,victim
VIC-14800,victim
ACC-06405,suspect
VIC-14801,victim
ACC-04639,suspect
VIC-14802,victim
VIC-14803,victim
VIC-14804,victim
VIC-14805,victim
ACC-02382,suspect
VIC-14806,victim
ACC-06489,suspect
VIC-14807,victim
ACC-07528,suspect
VIC-14808,victim
VIC-14809,victim
VIC-14810,victim
VIC-14811,victim
ACC-05394,suspect
VIC-14812,victim
VIC-14813,victim
ACC-08972,suspect
VIC-14814,victim
VIC-14815,victim
VIC-14816,victim
VIC-14817,victim
VIC-14818,victim
VIC-14819,victim
VIC-14820,victim
VIC-14821,victim
VIC-14822,victim
VIC-14823,victim
VIC-14824,victim
ACC-04349,suspect
VIC-14825,victim
VIC-14826,victim
VIC-14827,victim
ACC-02168,suspect
VIC-14828,victim
VIC-14829,victim
ACC-07190,suspect
VIC-14830,victim
ACC-01546,suspect
VIC-14831,victim
VIC-14832,victim
VIC-14833,victim
VIC-14834,victim
VIC-14835,victim
VIC-14836,victim
VIC-14837,victim
VIC-14838,victim
VIC-14839,victim
ACC-05568,suspect
VIC-14840,victim
VIC-14841,victim
ACC-06347,suspect
VIC-14842,victim
ACC-05409,suspect
VIC-14843,victim
VIC-14844,victim
VIC-14845,victim
VIC-14846,victim
VIC-14847,victim
ACC-04666,suspect
VIC-14848,victim
VIC-14849,victim
VIC-14850,victim
VIC-14851,victim
VIC-14852,victim
VIC-14853,victim
ACC-00103,suspect
VIC-14854,victim
ACC-06725,suspect
VIC-14855,victim
VIC-14856,victim
VIC-14857,victim
VIC-14858,victim
VIC-14859,victim
VIC-14860,victim
VIC-14861,victim
ACC-01358,suspect
VIC-14862,victim
ACC-00689,suspect
VIC-14863,victim
ACC-02507,suspect
VIC-14864,victim
VIC-14865,victim
VIC-14866,victim
VIC-14867,victim
VIC-14868,victim
VIC-14869,victim
VIC-14870,victim
VIC-14871,victim
VIC-14872,victim
VIC-14873,victim
VIC-14874,victim
VIC-14875,victim
VIC-14876,victim
VIC-14877,victim
VIC-14878,victim
VIC-14879,victim
VIC-14880,victim
VIC-14881,victim
VIC-14882,victim
VIC-14883,victim
VIC-14884,victim
ACC-08691,suspect
VIC-14885,victim
VIC-14886,victim
VIC-14887,victim
VIC-14888,victim
VIC-14889,victim
VIC-14890,victim
VIC-14891,victim
ACC-05332,suspect
VIC-14892,victim
VIC-14893,victim
VIC-14894,victim
ACC-08962,suspect
VIC-14895,victim
VIC-14896,victim
ACC-07187,suspect
VIC-14897,victim
VIC-14898,victim
VIC-14899,victim
VIC-14900,victim
VIC-14901,victim
ACC-05031,suspect
VIC-14902,victim
VIC-14903,victim
VIC-14904,victim
VIC-14905,victim
VIC-14906,victim
VIC-14907,victim
VIC-14908,victim
VIC-14909,victim
VIC-14910,victim
VIC-14911,victim
VIC-14912,victim
VIC-14913,victim
VIC-14914,victim
VIC-14915,victim
VIC-14916,victim
VIC-14917,victim
VIC-14918,victim
VIC-14919,victim
VIC-14920,victim
ACC-00588,suspect
VIC-14921,victim
VIC-14922,victim
ACC-02370,suspect
VIC-14923,victim
VIC-14924,victim
ACC-06552,suspect
VIC-14925,victim
VIC-14926,victim
VIC-14927,victim
VIC-14928,victim
VIC-14929,victim
VIC-14930,victim
VIC-14931,victim
VIC-14932,victim
VIC-14933,victim
VIC-14934,victim
VIC-14935,victim
VIC-14936,victim
VIC-14937,victim
VIC-14938,victim
VIC-14939,victim
VIC-14940,victim
ACC-04983,suspect
VIC-14941,victim
VIC-14942,victim
VIC-14943,victim
VIC-14944,victim
VIC-14945,victim
VIC-14946,victim
VIC-14947,victim
VIC-14948,victim
VIC-14949,victim
VIC-14950,victim
VIC-14951,victim
ACC-08736,suspect
VIC-14952,victim
VIC-14953,victim
VIC-14954,victim
VIC-14955,victim
VIC-14956,victim
VIC-14957,victim
VIC-14958,victim
VIC-14959,victim
VIC-14960,victim
ACC-06971,suspect
VIC-14961,victim
VIC-14962,victim
VIC-14963,victim
VIC-14964,victim
ACC-00095,suspect
VIC-14965,victim
VIC-14966,victim
VIC-14967,victim
VIC-14968,victim
VIC-14969,victim
VIC-14970,victim
VIC-14971,victim
VIC-14972,victim
VIC-14973,victim
ACC-01145,suspect
VIC-14974,victim
VIC-14975,victim
VIC-14976,victim
VIC-14977,victim
VIC-14978,victim
ACC-08782,suspect
VIC-14979,victim
VIC-14980,victim
VIC-14981,victim
ACC-02811,suspect
VIC-14982,victim
ACC-08845,suspect
VIC-14983,victim
VIC-14984,victim
VIC-14985,victim
VIC-14986,victim
VIC-14987,victim
VIC-14988,victim
VIC-14989,victim
VIC-14990,victim
ACC-00695,suspect
VIC-14991,victim
VIC-14992,victim
VIC-14993,victim
VIC-14994,victim
VIC-14995,victim
VIC-14996,victim
ACC-04525,suspect
VIC-14997,victim
VIC-14998,victim
ACC-07618,suspect
VIC-14999,victim
VIC-15000,victim
ACC-00932,suspect
VIC-15001,victim
VIC-15002,victim
VIC-15003,victim
VIC-15004,victim
VIC-15005,victim
VIC-15006,victim
VIC-15007,victim
ACC-02775,suspect
VIC-15008,victim
VIC-15009,victim
ACC-08991,suspect
VIC-15010,victim
VIC-15011,victim
ACC-05730,suspect
VIC-15012,victim
ACC-06857,suspect
VIC-15013,victim
ACC-00923,suspect
VIC-15014,victim
VIC-15015,victim
VIC-15016,victim
VIC-15017,victim
VIC-15018,victim
VIC-15019,victim
ACC-06646,suspect
VIC-15020,victim
VIC-15021,victim
VIC-15022,victim
VIC-15023,victim
VIC-15024,victim
VIC-15025,victim
VIC-15026,victim
VIC-15027,victim
VIC-15028,victim
VIC-15029,victim
VIC-15030,victim
VIC-15031,victim
VIC-15032,victim
VIC-15033,victim
VIC-15034,victim
VIC-15035,victim
VIC-15036,victim
VIC-15037,victim
ACC-00715,suspect
VIC-15038,victim
VIC-15039,victim
ACC-03124,suspect
VIC-15040,victim
ACC-04559,suspect
VIC-15041,victim
VIC-15042,victim
VIC-15043,victim
ACC-00680,suspect
VIC-15044,victim
VIC-15045,victim
VIC-15046,victim
VIC-15047,victim
VIC-15048,victim
VIC-15049,victim
VIC-15050,victim
ACC-00651,suspect
VIC-15051,victim
ACC-03639,suspect
VIC-15052,victim
VIC-15053,victim
VIC-15054,victim
ACC-04204,suspect
VIC-15055,victim
ACC-03216,suspect
VIC-15056,victim
VIC-15057,victim
ACC-06426,suspect
VIC-15058,victim
VIC-15059,victim
VIC-15060,victim
VIC-15061,victim
VIC-15062,victim
ACC-04641,suspect
VIC-15063,victim
VIC-15064,victim
VIC-15065,victim
VIC-15066,victim
VIC-15067,victim
VIC-15068,victim
ACC-04753,suspect
VIC-15069,victim
VIC-15070,victim
VIC-15071,victim
ACC-08595,suspect
VIC-15072,victim
VIC-15073,victim
VIC-15074,victim
VIC-15075,victim
VIC-15076,victim
ACC-03027,suspect
VIC-15077,victim
VIC-15078,victim
VIC-15079,victim
VIC-15080,victim
VIC-15081,victim
VIC-15082,victim
VIC-15083,victim
VIC-15084,victim
ACC-05780,suspect
VIC-15085,victim
VIC-15086,victim
VIC-15087,victim
VIC-15088,victim
VIC-15089,victim
VIC-15090,victim
ACC-06123,suspect
VIC-15091,victim
VIC-15092,victim
VIC-15093,victim
ACC-07127,suspect
VIC-15094,victim
VIC-15095,victim
VIC-15096,victim
VIC-15097,victim
VIC-15098,victim
VIC-15099,victim
VIC-15100,victim
ACC-03253,suspect
VIC-15101,victim
VIC-15102,victim
VIC-15103,victim
VIC-15104,victim
VIC-15105,victim
VIC-15106,victim
VIC-15107,victim
VIC-15108,victim
VIC-15109,victim
ACC-08323,suspect
VIC-15110,victim
VIC-15111,victim
ACC-05496,suspect
VIC-15112,victim
VIC-15113,victim
VIC-15114,victim
VIC-15115,victim
VIC-15116,victim
VIC-15117,victim
ACC-04597,suspect
VIC-15118,victim
ACC-03420,suspect
VIC-15119,victim
VIC-15120,victim
VIC-15121,victim
ACC-03010,suspect
VIC-15122,victim
ACC-02213,suspect
VIC-15123,victim
VIC-15124,victim
VIC-15125,victim
VIC-15126,victim
VIC-15127,victim
VIC-15128,victim
VIC-15129,victim
VIC-15130,victim
VIC-15131,victim
VIC-15132,victim
VIC-15133,victim
VIC-15134,victim
ACC-04511,suspect
VIC-15135,victim
VIC-15136,victim
VIC-15137,victim
VIC-15138,victim
VIC-15139,victim
VIC-15140,victim
VIC-15141,victim
VIC-15142,victim
VIC-15143,victim
VIC-15144,victim
ACC-04857,suspect
VIC-15145,victim
ACC-01405,suspect
VIC-15146,victim
VIC-15147,victim
VIC-15148,victim
VIC-15149,victim
VIC-15150,victim
VIC-15151,victim
VIC-15152,victim
VIC-15153,victim
VIC-15154,victim
VIC-15155,victim
VIC-15156,victim
VIC-15157,victim
VIC-15158,victim
VIC-15159,victim
VIC-15160,victim
VIC-15161,victim
VIC-15162,victim
VIC-15163,victim
ACC-08251,suspect
VIC-15164,victim
ACC-04730,suspect
VIC-15165,victim
VIC-15166,victim
VIC-15167,victim
VIC-15168,victim
VIC-15169,victim
VIC-15170,victim
VIC-15171,victim
VIC-15172,victim
VIC-15173,victim
VIC-15174,victim
VIC-15175,victim
VIC-15176,victim
VIC-15177,victim
VIC-15178,victim
VIC-15179,victim
VIC-15180,victim
VIC-15181,victim
VIC-15182,victim
VIC-15183,victim
VIC-15184,victim
ACC-05387,suspect
VIC-15185,victim
VIC-15186,victim
ACC-03369,suspect
VIC-15187,victim
VIC-15188,victim
VIC-15189,victim
ACC-05836,suspect
VIC-15190,victim
VIC-15191,victim
ACC-05367,suspect
VIC-15192,victim
VIC-15193,victim
VIC-15194,victim
VIC-15195,victim
VIC-15196,victim
ACC-06906,suspect
VIC-15197,victim
VIC-15198,victim
VIC-15199,victim
ACC-00992,suspect
VIC-15200,victim
VIC-15201,victim
VIC-15202,victim
ACC-03330,suspect
VIC-15203,victim
VIC-15204,victim
ACC-00129,suspect
VIC-15205,victim
ACC-07450,suspect
VIC-15206,victim
ACC-02394,suspect
VIC-15207,victim
VIC-15208,victim
VIC-15209,victim
ACC-01590,suspect
VIC-15210,victim
VIC-15211,victim
VIC-15212,victim
VIC-15213,victim
VIC-15214,victim
VIC-15215,victim
VIC-15216,victim
ACC-00661,suspect
VIC-15217,victim
VIC-15218,victim
VIC-15219,victim
ACC-00602,suspect
VIC-15220,victim
VIC-15221,victim
VIC-15222,victim
VIC-15223,victim
VIC-15224,victim
VIC-15225,victim
VIC-15226,victim
VIC-15227,victim
VIC-15228,victim
ACC-02716,suspect
VIC-15229,victim
VIC-15230,victim
VIC-15231,victim
VIC-15232,victim
VIC-15233,victim
VIC-15234,victim
ACC-05803,suspect
VIC-15235,victim
VIC-15236,victim
VIC-15237,victim
VIC-15238,victim
VIC-15239,victim
ACC-01543,suspect
VIC-15240,victim
VIC-15241,victim
ACC-00656,suspect
VIC-15242,victim
VIC-15243,victim
VIC-15244,victim
VIC-15245,victim
VIC-15246,victim
VIC-15247,victim
VIC-15248,victim
VIC-15249,victim
VIC-15250,victim
VIC-15251,victim
VIC-15252,victim
VIC-15253,victim
VIC-15254,victim
ACC-04759,suspect
VIC-15255,victim
VIC-15256,victim
VIC-15257,victim
VIC-15258,victim
VIC-15259,victim
VIC-15260,victim
VIC-15261,victim
VIC-15262,victim
VIC-15263,victim
VIC-15264,victim
ACC-04784,suspect
VIC-15265,victim
VIC-15266,victim
VIC-15267,victim
ACC-02909,suspect
VIC-15268,victim
VIC-15269,victim
VIC-15270,victim
VIC-15271,victim
VIC-15272,victim
VIC-15273,victim
VIC-15274,victim
VIC-15275,victim
ACC-01307,suspect
VIC-15276,victim
VIC-15277,victim
ACC-04771,suspect
VIC-15278,victim
VIC-15279,victim
VIC-15280,victim
VIC-15281,victim
VIC-15282,victim
VIC-15283,victim
VIC-15284,victim
ACC-05219,suspect
VIC-15285,victim
VIC-15286,victim
VIC-15287,victim
ACC-02866,suspect
VIC-15288,victim
VIC-15289,victim
ACC-08389,suspect
VIC-15290,victim
VIC-15291,victim
VIC-15292,victim
VIC-15293,victim
VIC-15294,victim
VIC-15295,victim
VIC-15296,victim
VIC-15297,victim
VIC-15298,victim
VIC-15299,victim
VIC-15300,victim
VIC-15301,victim
VIC-15302,victim
VIC-15303,victim
VIC-15304,victim
ACC-02105,suspect
VIC-15305,victim
VIC-15306,victim
ACC-06340,suspect
VIC-15307,victim
VIC-15308,victim
VIC-15309,victim
VIC-15310,victim
ACC-00345,suspect
VIC-15311,victim
VIC-15312,victim
VIC-15313,victim
ACC-01932,suspect
VIC-15314,victim
VIC-15315,victim
VIC-15316,victim
VIC-15317,victim
VIC-15318,victim
VIC-15319,victim
ACC-00735,suspect
VIC-15320,victim
VIC-15321,victim
VIC-15322,victim
VIC-15323,victim
VIC-15324,victim
VIC-15325,victim
ACC-05001,suspect
VIC-15326,victim
ACC-07735,suspect
VIC-15327,victim
VIC-15328,victim
VIC-15329,victim
VIC-15330,victim
VIC-15331,victim
VIC-15332,victim
VIC-15333,victim
VIC-15334,victim
ACC-02924,suspect
VIC-15335,victim
VIC-15336,victim
ACC-08242,suspect
VIC-15337,victim
VIC-15338,victim
ACC-05336,suspect
VIC-15339,victim
ACC-03175,suspect
VIC-15340,victim
ACC-06140,suspect
VIC-15341,victim
ACC-00467,suspect
VIC-15342,victim
ACC-06817,suspect
VIC-15343,victim
VIC-15344,victim
VIC-15345,victim
VIC-15346,victim
VIC-15347,victim
VIC-15348,victim
ACC-01899,suspect
VIC-15349,victim
ACC-06565,suspect
VIC-15350,victim
ACC-03304,suspect
VIC-15351,victim
VIC-15352,victim
VIC-15353,victim
VIC-15354,victim
VIC-15355,victim
VIC-15356,victim
VIC-15357,victim
ACC-04803,suspect
VIC-15358,victim
VIC-15359,victim
VIC-15360,victim
VIC-15361,victim
VIC-15362,victim
VIC-15363,victim
VIC-15364,victim
VIC-15365,victim
VIC-15366,victim
VIC-15367,victim
ACC-07344,suspect
VIC-15368,victim
VIC-15369,victim
VIC-15370,victim
VIC-15371,victim
VIC-15372,victim
ACC-01336,suspect
VIC-15373,victim
VIC-15374,victim
VIC-15375,victim
ACC-02756,suspect
VIC-15376,victim
VIC-15377,victim
VIC-15378,victim
VIC-15379,victim
VIC-15380,victim
VIC-15381,victim
VIC-15382,victim
VIC-15383,victim
ACC-03397,suspect
VIC-15384,victim
ACC-02397,suspect
VIC-15385,victim
VIC-15386,victim
VIC-15387,victim
ACC-06443,suspect
VIC-15388,victim
VIC-15389,victim
VIC-15390,victim
VIC-15391,victim
VIC-15392,victim
VIC-15393,victim
ACC-08667,suspect
VIC-15394,victim
VIC-15395,victim
ACC-03334,suspect
VIC-15396,victim
ACC-03127,suspect
VIC-15397,victim
VIC-15398,victim
VIC-15399,victim
VIC-15400,victim
VIC-15401,victim
VIC-15402,victim
VIC-15403,victim
VIC-15404,victim
VIC-15405,victim
VIC-15406,victim
VIC-15407,victim
ACC-03864,suspect
VIC-15408,victim
VIC-15409,victim
VIC-15410,victim
VIC-15411,victim
VIC-15412,victim
VIC-15413,victim
VIC-15414,victim
VIC-15415,victim
VIC-15416,victim
ACC-01591,suspect
VIC-15417,victim
VIC-15418,victim
ACC-03900,suspect
VIC-15419,victim
VIC-15420,victim
VIC-15421,victim
VIC-15422,victim
ACC-02006,suspect
VIC-15423,victim
VIC-15424,victim
VIC-15425,victim
ACC-08167,suspect
VIC-15426,victim
ACC-04695,suspect
VIC-15427,victim
VIC-15428,victim
VIC-15429,victim
ACC-08356,suspect
VIC-15430,victim
VIC-15431,victim
VIC-15432,victim
VIC-15433,victim
VIC-15434,victim
VIC-15435,victim
VIC-15436,victim
VIC-15437,victim
ACC-01503,suspect
VIC-15438,victim
VIC-15439,victim
VIC-15440,victim
ACC-02256,suspect
VIC-15441,victim
ACC-02871,suspect
VIC-15442,victim
VIC-15443,victim
VIC-15444,victim
ACC-07943,suspect
VIC-15445,victim
VIC-15446,victim
ACC-03767,suspect
VIC-15447,victim
VIC-15448,victim
VIC-15449,victim
VIC-15450,victim
VIC-15451,victim
VIC-15452,victim
ACC-05021,suspect
VIC-15453,victim
VIC-15454,victim
VIC-15455,victim
VIC-15456,victim
VIC-15457,victim
VIC-15458,victim
VIC-15459,victim
VIC-15460,victim
VIC-15461,victim
ACC-07116,suspect
