incident_id,date,hour,district,police_station,crime_type,mo,latitude,longitude,suspect_id,victim_id,victim_age,victim_gender,weapon_used,severity_score,resolved,urbanization,pop_density,literacy_rate,unemployment_rate,month,day_of_week,is_weekend,is_repeat_offender,CrimeNo,CaseStatusName,anomaly_score,is_anomaly,hotspot_cluster
INC-013443,2023-10-01,17,Chikkamagaluru,Chikkamagaluru PS-2,Burglary,impersonation - utility worker,13.33067,75.77139,ACC-03287,13443,30,F,False,2.8,0,19,191,81.9,4.1,10,6,True,True,844150086202300006,Under Investigation,1,False,13
INC-013444,2025-02-23,12,Koppal,Koppal PS-5,Burglary,forced entry - night,15.33036,76.17328,ACC-01508,13444,39,M,False,3.5,0,20,261,65.5,6.6,2,6,True,False,144200119202500040,Under Investigation,1,False,12
INC-013445,2025-11-25,14,Dharwad,Dharwad PS-1,Theft,opportunistic pickpocketing,15.34894,75.08016,ACC-04829,13445,39,T,False,2.4,0,56,439,80.5,5.7,11,1,False,False,144050025202500042,Under Investigation,1,False,2
INC-013446,2025-02-16,16,Bengaluru Urban,Bengaluru Urban PS-2,Drug Offense,courier network,13.00395,77.59367,ACC-02332,13446,10,F,False,3.1,0,91,4381,87.7,6.1,2,6,True,True,144010002202500030,Undetected,1,False,8
INC-013447,2025-08-09,15,Dharwad,Dharwad PS-6,Theft,shop-lifting,15.51574,74.9391,ACC-02458,13447,25,T,False,1.0,1,56,439,80.5,5.7,8,5,True,True,144050030202500029,Charge Sheeted,1,False,2
INC-013448,2024-10-16,23,Kalaburagi,Kalaburagi PS-3,Kidnapping,ransom motive,17.28192,76.74424,ACC-06549,13448,24,M,False,7.0,1,32,316,64.8,6.9,10,2,False,False,144060033202400042,Charge Sheeted,1,False,3
INC-013449,2023-04-26,21,Dakshina Kannada,Dakshina Kannada PS-1,Cyber Fraud,UPI phishing,12.9315,74.86301,ACC-02807,13449,6,F,False,3.1,1,45,619,88.6,3.9,4,2,False,False,144030013202300030,Closed,1,False,4
INC-013450,2025-07-18,21,Belagavi,Belagavi PS-2,Assault,altercation escalation,15.91186,74.51209,ACC-06129,13450,24,T,False,4.9,0,24,316,73.9,5.2,7,4,False,True,844040020202500006,Under Investigation,1,False,16
INC-013451,2023-06-01,18,Udupi,Udupi PS-2,Drug Offense,street-level peddling,13.33594,74.6356,ACC-08307,13451,33,F,False,3.0,0,27,407,86.2,3.4,6,3,False,False,144100056202300029,Under Investigation,1,False,1
INC-013452,2025-08-14,16,Bengaluru Urban,Bengaluru Urban PS-6,Burglary,forced entry - night,12.98789,77.62995,ACC-05761,13452,35,T,False,2.1,1,91,4381,87.7,6.1,8,3,False,True,144010006202500019,Closed,1,False,8
INC-013453,2025-09-07,20,Raichur,Raichur PS-2,Theft,shop-lifting,16.24844,77.44358,ACC-06120,13453,18,F,False,2.3,1,24,335,60.5,7.2,9,6,True,True,144130074202500028,Charge Sheeted,1,False,0
INC-013454,2023-05-10,22,Mandya,Mandya PS-4,Theft,opportunistic pickpocketing,12.52548,76.89219,ACC-05037,13454,30,T,False,1.2,0,17,460,71.9,5.1,5,2,False,False,844190112202300004,Under Investigation,1,False,18
INC-013455,2023-03-13,14,Kalaburagi,Kalaburagi PS-4,Domestic Violence,dowry-related,17.26486,76.8743,ACC-02279,13455,27,M,False,4.5,0,32,316,64.8,6.9,3,0,False,False,144060034202300033,Undetected,1,False,3
INC-013456,2023-08-19,10,Dakshina Kannada,Dakshina Kannada PS-5,Drug Offense,street-level peddling,12.88364,74.867,ACC-06046,13456,55,F,False,2.6,1,45,619,88.6,3.9,8,5,True,True,144030017202300030,Closed,1,False,4
INC-013457,2025-07-07,20,Kolar,Kolar PS-2,Burglary,impersonation - utility worker,13.16359,78.03434,ACC-02548,13457,35,T,False,2.6,1,20,396,73.8,5.6,7,0,False,False,144140080202500027,Charge Sheeted,1,False,7
INC-013458,2023-10-28,14,Udupi,Udupi PS-2,Assault,altercation escalation,13.35318,74.64754,ACC-07269,13458,53,F,False,4.2,0,27,407,86.2,3.4,10,5,True,False,144100056202300030,Under Investigation,1,False,1
INC-013459,2023-11-18,17,Bagalkot,Bagalkot PS-2,Cyber Fraud,fake investment call,16.1524,75.69918,ACC-05631,13459,55,F,False,2.2,1,22,316,68.8,6.0,11,5,True,True,144160092202300037,Charge Sheeted,1,False,19
INC-013460,2025-02-11,15,Mandya,Mandya PS-1,Robbery,armed - two person,12.56939,76.81279,ACC-08652,13460,17,F,True,3.4,1,17,460,71.9,5.1,2,1,False,False,144190109202500033,Closed,1,False,18
INC-013461,2024-10-08,21,Udupi,Udupi PS-6,Theft,opportunistic pickpocketing,13.29939,74.7593,ACC-08074,13461,40,M,False,1.7,0,27,407,86.2,3.4,10,1,False,False,144100060202400034,Under Investigation,1,False,1
INC-013462,2025-07-22,18,Ballari,Ballari PS-5,Robbery,chain snatching - two-wheeler,15.06137,76.98254,ACC-01927,13462,41,T,False,5.1,0,35,302,67.2,6.4,7,1,False,False,144070041202500026,Under Investigation,1,False,6
INC-013463,2025-08-12,23,Bengaluru Urban,Bengaluru Urban PS-5,Drug Offense,courier network,12.97407,77.56484,ACC-06092,13463,39,T,False,2.8,0,91,4381,87.7,6.1,8,1,False,True,844010005202500005,Under Investigation,1,False,8
INC-013464,2023-03-26,10,Kalaburagi,Kalaburagi PS-5,Domestic Violence,repeat household dispute,17.39457,76.86115,ACC-01183,13464,25,T,False,4.8,0,32,316,64.8,6.9,3,6,True,False,144060035202300041,Under Investigation,1,False,3
INC-013465,2023-05-14,23,Koppal,Koppal PS-1,Assault,altercation escalation,15.4122,76.06908,ACC-07457,13465,48,F,False,3.8,1,20,261,65.5,6.6,5,6,True,True,844200115202300001,Charge Sheeted,1,False,12
INC-013466,2025-05-16,17,Dakshina Kannada,Dakshina Kannada PS-6,Drug Offense,street-level peddling,12.87397,74.85986,ACC-02831,13466,20,M,False,2.5,1,45,619,88.6,3.9,5,4,False,True,144030018202500025,Closed,1,False,4
INC-013467,2024-12-07,17,Chitradurga,Chitradurga PS-2,Robbery,armed - two person,14.25211,76.43831,ACC-07855,13467,37,M,False,3.9,0,21,197,73.6,5.4,12,5,True,False,344170098202400003,Undetected,1,False,5
INC-013468,2023-12-14,23,Raichur,Raichur PS-2,Robbery,armed - two person,16.19969,77.3966,ACC-08426,13468,41,F,False,3.4,1,24,335,60.5,7.2,12,3,False,False,144130074202300036,Charge Sheeted,1,False,0
INC-013469,2023-11-16,16,Chikkamagaluru,Chikkamagaluru PS-6,Drug Offense,street-level peddling,13.29903,75.809,ACC-04393,13469,51,F,False,4.0,1,19,191,81.9,4.1,11,3,False,False,144150090202300038,Charge Sheeted,1,False,13
INC-013470,2023-04-23,19,Tumakuru,Tumakuru PS-6,Domestic Violence,dowry-related,13.30569,76.98508,ACC-07600,13470,14,F,False,4.2,0,22,276,75.1,5.0,4,6,True,True,144090054202300036,Undetected,1,False,-1
INC-013471,2023-04-20,19,Kalaburagi,Kalaburagi PS-2,Assault,altercation escalation,17.25051,76.8671,ACC-01631,13471,18,T,False,2.2,1,32,316,64.8,6.9,4,3,False,True,144060032202300029,Closed,1,False,3
INC-013472,2024-11-06,16,Dakshina Kannada,Dakshina Kannada PS-6,Cyber Fraud,SIM swap,12.94989,74.84851,ACC-07484,13472,46,F,False,1.8,0,45,619,88.6,3.9,11,2,False,False,144030018202400043,Under Investigation,1,False,4
INC-013473,2024-11-07,23,Mandya,Mandya PS-4,Theft,snatch-and-run,12.44819,76.83224,ACC-00104,13473,33,M,False,2.1,0,17,460,71.9,5.1,11,3,False,True,144190112202400029,Under Investigation,1,False,18
INC-013474,2025-12-15,22,Chikkamagaluru,Chikkamagaluru PS-3,Assault,group assault,13.2515,75.88483,ACC-00427,13474,7,T,False,2.7,1,19,191,81.9,4.1,12,0,False,True,144150087202500034,Charge Sheeted,1,False,13
INC-013475,2024-08-19,23,Chitradurga,Chitradurga PS-5,Robbery,chain snatching - two-wheeler,14.21839,76.3654,ACC-02824,13475,43,M,False,3.7,1,21,197,73.6,5.4,8,0,False,False,144170101202400024,Charge Sheeted,1,False,5
INC-013476,2025-11-19,11,Mysuru,Mysuru PS-4,Assault,altercation escalation,12.23529,76.59416,ACC-08706,13476,55,T,False,3.9,0,51,493,72.6,4.8,11,2,False,False,144020010202500038,Under Investigation,1,False,9
INC-013477,2024-05-10,19,Shivamogga,Shivamogga PS-5,Theft,shop-lifting,13.95635,75.63858,ACC-07518,13477,37,T,False,1.1,1,29,254,81.3,4.5,5,4,False,False,144080047202400034,Charge Sheeted,1,False,15
INC-013478,2024-11-20,13,Bidar,Bidar PS-3,Assault,workplace dispute,17.80303,77.47844,ACC-01805,13478,40,T,False,3.6,1,21,316,70.5,6.8,11,2,False,False,144120069202400029,Closed,1,False,11
INC-013479,2023-09-14,13,Bengaluru Urban,Bengaluru Urban PS-2,Murder,domestic escalation,12.97217,77.56184,ACC-02266,13479,35,T,False,9.1,1,91,4381,87.7,6.1,9,3,False,False,144010002202300029,Charge Sheeted,1,False,8
INC-013480,2025-05-08,17,Mysuru,Mysuru PS-3,Theft,shop-lifting,12.3965,76.5614,ACC-01054,13480,32,T,False,2.8,1,51,493,72.6,4.8,5,3,False,False,144020009202500029,Closed,1,False,9
INC-013481,2024-05-18,13,Bagalkot,Bagalkot PS-4,Theft,snatch-and-run,16.17351,75.58723,ACC-08035,13481,32,T,False,2.2,1,22,316,68.8,6.0,5,5,True,True,144160094202400034,Charge Sheeted,1,False,19
INC-013482,2025-02-24,19,Shivamogga,Shivamogga PS-2,Cyber Fraud,UPI phishing,13.93773,75.49912,ACC-05611,13482,6,T,False,3.1,1,29,254,81.3,4.5,2,0,False,False,144080044202500036,Charge Sheeted,1,False,15
INC-013483,2023-01-09,23,Dakshina Kannada,Dakshina Kannada PS-3,Theft,shop-lifting,12.8796,74.86506,ACC-01058,13483,44,F,False,1.9,1,45,619,88.6,3.9,1,0,False,False,144030015202300042,Charge Sheeted,1,False,4
INC-013484,2025-11-07,23,Koppal,Koppal PS-4,Burglary,impersonation - utility worker,15.3404,76.20261,ACC-03937,13484,6,F,False,2.8,0,20,261,65.5,6.6,11,4,False,False,844200118202500002,Undetected,1,False,12
INC-013485,2023-11-17,18,Davanagere,Davanagere PS-5,Theft,distraction technique,14.42929,75.98582,ACC-03526,13485,45,F,False,1.0,1,34,429,76.6,5.3,11,4,False,False,144110065202300029,Charge Sheeted,1,False,14
INC-013486,2023-06-15,23,Mysuru,Mysuru PS-5,Theft,snatch-and-run,12.29734,76.65146,ACC-00179,13486,17,F,False,2.4,0,51,493,72.6,4.8,6,3,False,False,144020011202300035,Undetected,1,False,9
INC-013487,2025-07-27,20,Bagalkot,Bagalkot PS-4,Domestic Violence,dowry-related,16.0706,75.72311,ACC-08321,13487,26,T,False,4.8,0,22,316,68.8,6.0,7,6,True,False,144160094202500033,Undetected,1,False,19
INC-013488,2024-04-07,23,Hassan,Hassan PS-6,Assault,workplace dispute,12.96545,76.11057,ACC-06720,13488,26,M,False,4.7,1,18,320,78.3,4.6,4,6,True,False,844180108202400005,Closed,1,False,10
INC-013489,2025-06-04,23,Mandya,Mandya PS-2,Kidnapping,custodial dispute,12.46389,76.8441,ACC-08755,13489,32,T,False,5.4,1,17,460,71.9,5.1,6,2,False,True,144190110202500039,Closed,1,False,18
INC-013490,2025-01-07,23,Chitradurga,Chitradurga PS-4,Vehicle Theft,parking-lot theft,14.31448,76.36507,ACC-01824,13490,11,M,False,1.7,0,21,197,73.6,5.4,1,1,False,False,444170100202500001,Under Investigation,1,False,5
INC-013491,2025-04-20,20,Hassan,Hassan PS-5,Cyber Fraud,fake investment call,13.00214,76.13525,ACC-07639,13491,43,T,False,2.2,1,18,320,78.3,4.6,4,6,True,False,144180107202500029,Charge Sheeted,1,False,10
INC-013492,2025-09-14,23,Udupi,Udupi PS-5,Domestic Violence,repeat household dispute,13.39356,74.74079,ACC-08307,13492,33,T,False,3.4,0,27,407,86.2,3.4,9,6,True,False,144100059202500032,Under Investigation,1,False,1
INC-013493,2025-02-17,23,Kalaburagi,Kalaburagi PS-4,Assault,workplace dispute,17.39214,76.79624,ACC-00474,13493,9,M,True,3.5,1,32,316,64.8,6.9,2,0,False,False,144060034202500038,Closed,-1,True,3
INC-013494,2024-01-30,20,Koppal,Koppal PS-3,Domestic Violence,repeat household dispute,15.28826,76.12313,ACC-06477,13494,11,M,False,4.2,1,20,261,65.5,6.6,1,1,False,False,144200117202400034,Closed,1,False,12
INC-013495,2024-12-31,12,Bagalkot,Bagalkot PS-3,Extortion,online blackmail,16.17595,75.72526,ACC-06588,13495,19,M,True,4.8,1,22,316,68.8,6.0,12,1,False,False,144160093202400032,Closed,1,False,19
INC-013496,2025-05-28,20,Bagalkot,Bagalkot PS-2,Robbery,chain snatching - two-wheeler,16.20348,75.77227,ACC-00799,13496,21,M,True,4.9,1,22,316,68.8,6.0,5,2,False,False,144160092202500039,Charge Sheeted,1,False,19
INC-013497,2024-10-11,23,Bagalkot,Bagalkot PS-2,Burglary,window forced entry,16.19353,75.61902,ACC-02120,13497,15,M,False,3.9,1,22,316,68.8,6.0,10,4,False,False,144160092202400042,Closed,1,False,19
INC-013498,2024-05-06,13,Ballari,Ballari PS-5,Assault,group assault,15.21198,77.04745,ACC-08085,13498,39,F,True,4.2,1,35,302,67.2,6.4,5,0,False,False,144070041202400033,Closed,1,False,-1
INC-013499,2024-01-03,21,Kalaburagi,Kalaburagi PS-3,Cyber Fraud,SIM swap,17.26391,76.91908,ACC-06932,13499,41,M,False,2.3,1,32,316,64.8,6.9,1,2,False,True,144060033202400043,Charge Sheeted,1,False,3
INC-013500,2023-04-01,23,Kolar,Kolar PS-6,Cyber Fraud,fake investment call,13.21077,78.15706,ACC-00181,13500,39,M,False,2.2,0,20,396,73.8,5.6,4,5,True,False,844140084202300007,Under Investigation,1,False,7
INC-013501,2024-02-03,15,Dharwad,Dharwad PS-2,Vehicle Theft,parking-lot theft,15.54599,74.99879,ACC-01087,13501,23,F,False,2.2,0,56,439,80.5,5.7,2,5,True,False,144050026202400026,Under Investigation,1,False,2
INC-013502,2024-04-07,23,Davanagere,Davanagere PS-3,Domestic Violence,repeat household dispute,14.58716,75.90559,ACC-03396,13502,6,T,False,4.2,0,34,429,76.6,5.3,4,6,True,False,144110063202400038,Under Investigation,1,False,-1
INC-013503,2024-08-31,20,Shivamogga,Shivamogga PS-5,Drug Offense,street-level peddling,13.93969,75.66637,ACC-06249,13503,55,M,False,4.2,1,29,254,81.3,4.5,8,5,True,False,144080047202400035,Closed,1,False,15
INC-013504,2025-10-16,17,Shivamogga,Shivamogga PS-4,Murder,personal enmity,13.94134,75.57584,ACC-01463,13504,24,M,True,9.4,1,29,254,81.3,4.5,10,3,False,True,144080046202500033,Charge Sheeted,-1,True,15
INC-013505,2023-03-26,23,Belagavi,Belagavi PS-4,Domestic Violence,repeat household dispute,15.91299,74.44798,ACC-00196,13505,39,F,False,2.1,1,24,316,73.9,5.2,3,6,True,False,144040022202300026,Closed,1,False,16
INC-013506,2025-12-28,20,Dharwad,Dharwad PS-4,Domestic Violence,dowry-related,15.52814,75.00312,ACC-01274,13506,69,F,False,2.7,1,56,439,80.5,5.7,12,6,True,True,144050028202500024,Closed,1,False,2
INC-013507,2023-06-13,21,Davanagere,Davanagere PS-4,Burglary,window forced entry,14.40798,75.98292,ACC-05816,13507,43,M,False,3.9,0,34,429,76.6,5.3,6,1,False,True,144110064202300037,Under Investigation,1,False,14
INC-013508,2023-06-14,23,Mysuru,Mysuru PS-5,Burglary,window forced entry,12.27329,76.69993,ACC-08070,13508,39,F,False,3.7,1,51,493,72.6,4.8,6,2,False,False,144020011202300036,Charge Sheeted,1,False,9
INC-013509,2025-08-17,19,Mandya,Mandya PS-3,Assault,workplace dispute,12.50176,76.94793,ACC-00522,13509,24,F,False,2.3,0,17,460,71.9,5.1,8,6,True,False,144190111202500045,Under Investigation,1,False,18
INC-013510,2025-06-11,20,Raichur,Raichur PS-1,Murder,domestic escalation,16.28097,77.3961,ACC-07257,13510,39,F,False,8.1,0,24,335,60.5,7.2,6,2,False,False,144130073202500033,Under Investigation,1,False,0
INC-013511,2023-11-20,20,Bagalkot,Bagalkot PS-1,Vehicle Theft,parking-lot theft,16.09421,75.65677,ACC-05063,13511,7,M,False,2.5,0,22,316,68.8,6.0,11,0,False,True,844160091202300002,Under Investigation,1,False,19
INC-013512,2023-07-18,21,Raichur,Raichur PS-6,Theft,distraction technique,16.28333,77.27289,ACC-03488,13512,6,T,False,1.2,0,24,335,60.5,7.2,7,1,False,False,144130078202300036,Undetected,1,False,0
INC-013513,2025-01-09,23,Kolar,Kolar PS-4,Vehicle Theft,parking-lot theft,13.13498,78.08571,ACC-01964,13513,45,F,False,1.4,0,20,396,73.8,5.6,1,3,False,True,344140082202500001,Undetected,1,False,7
INC-013514,2023-11-20,21,Dakshina Kannada,Dakshina Kannada PS-3,Robbery,armed - two person,12.93695,74.88894,ACC-05848,13514,61,M,False,4.6,1,45,619,88.6,3.9,11,0,False,False,144030015202300043,Closed,1,False,4
INC-013515,2024-04-10,21,Belagavi,Belagavi PS-6,Drug Offense,street-level peddling,15.77847,74.55439,ACC-00732,13515,43,T,False,5.0,0,24,316,73.9,5.2,4,2,False,True,144040024202400031,Undetected,1,False,16
INC-013516,2025-05-20,17,Bengaluru Urban,Bengaluru Urban PS-2,Assault,altercation escalation,12.97467,77.54319,ACC-06826,13516,39,M,False,3.3,0,91,4381,87.7,6.1,5,1,False,False,344010002202500001,Undetected,1,False,8
INC-013517,2023-12-06,23,Udupi,Udupi PS-6,Burglary,window forced entry,13.34762,74.67005,ACC-01018,13517,62,F,False,2.6,0,27,407,86.2,3.4,12,2,False,False,844100060202300006,Undetected,1,False,1
INC-013518,2025-01-09,17,Koppal,Koppal PS-6,Vehicle Theft,duplicate key,15.40502,76.21024,ACC-05422,13518,32,T,False,1.5,1,20,261,65.5,6.6,1,3,False,True,844200120202500005,Charge Sheeted,1,False,12
INC-013519,2024-10-13,6,Belagavi,Belagavi PS-6,Robbery,chain snatching - two-wheeler,15.85272,74.46386,ACC-04059,13519,60,F,False,3.5,0,24,316,73.9,5.2,10,6,True,True,144040024202400032,Undetected,-1,True,16
INC-013520,2024-04-10,11,Dharwad,Dharwad PS-1,Burglary,forced entry - night,15.4815,75.11944,ACC-02575,13520,47,M,False,2.1,1,56,439,80.5,5.7,4,2,False,False,144050025202400024,Closed,1,False,2
INC-013521,2025-04-01,17,Kalaburagi,Kalaburagi PS-1,Burglary,window forced entry,17.27759,76.83538,ACC-00425,13521,40,M,False,3.5,1,32,316,64.8,6.9,4,1,False,False,144060031202500031,Charge Sheeted,1,False,3
INC-013522,2025-01-18,19,Chikkamagaluru,Chikkamagaluru PS-6,Cyber Fraud,OTP scam,13.37871,75.80264,ACC-07452,13522,21,M,False,3.8,1,19,191,81.9,4.1,1,5,True,False,144150090202500031,Charge Sheeted,1,False,13
INC-013523,2024-08-11,14,Hassan,Hassan PS-1,Cyber Fraud,fake investment call,12.95765,76.00765,ACC-00402,13523,58,M,False,1.5,0,18,320,78.3,4.6,8,6,True,True,144180103202400030,Undetected,1,False,10
INC-013524,2025-05-01,16,Dharwad,Dharwad PS-1,Burglary,impersonation - utility worker,15.43984,75.08091,ACC-08518,13524,53,F,False,3.3,1,56,439,80.5,5.7,5,3,False,False,144050025202500043,Charge Sheeted,1,False,2
INC-013525,2023-01-03,22,Dakshina Kannada,Dakshina Kannada PS-3,Theft,distraction technique,12.932,74.93772,ACC-07055,13525,49,F,False,1.2,1,45,619,88.6,3.9,1,1,False,False,144030015202300044,Closed,1,False,4
INC-013526,2025-05-27,23,Dharwad,Dharwad PS-3,Burglary,window forced entry,15.44089,74.97376,ACC-02374,13526,65,M,False,3.1,0,56,439,80.5,5.7,5,1,False,False,144050027202500039,Under Investigation,1,False,2
INC-013527,2025-08-18,23,Davanagere,Davanagere PS-6,Assault,workplace dispute,14.58323,76.01703,ACC-04729,13527,41,T,False,4.3,0,34,429,76.6,5.3,8,0,False,True,144110066202500038,Under Investigation,1,False,14
INC-013528,2024-11-27,15,Dakshina Kannada,Dakshina Kannada PS-6,Extortion,online blackmail,12.99486,74.93291,ACC-08873,13528,27,M,False,3.4,0,45,619,88.6,3.9,11,2,False,False,144030018202400044,Under Investigation,1,False,4
INC-013529,2025-08-31,19,Davanagere,Davanagere PS-3,Theft,opportunistic pickpocketing,14.41532,75.90177,ACC-00981,13529,17,M,False,3.0,0,34,429,76.6,5.3,8,6,True,True,144110063202500036,Undetected,1,False,14
INC-013530,2024-09-30,21,Dakshina Kannada,Dakshina Kannada PS-3,Theft,snatch-and-run,12.86588,74.80935,ACC-07973,13530,16,T,False,1.9,1,45,619,88.6,3.9,9,0,False,True,144030015202400031,Closed,1,False,4
INC-013531,2024-03-23,19,Udupi,Udupi PS-1,Kidnapping,ransom motive,13.40342,74.83224,ACC-08050,13531,48,M,False,5.2,0,27,407,86.2,3.4,3,5,True,False,144100055202400030,Under Investigation,1,False,1
INC-013532,2023-09-26,22,Hassan,Hassan PS-4,Cyber Fraud,SIM swap,12.95491,76.12249,ACC-06322,13532,23,M,False,2.7,1,18,320,78.3,4.6,9,1,False,True,144180106202300028,Charge Sheeted,1,False,10
INC-013533,2024-04-29,23,Davanagere,Davanagere PS-4,Drug Offense,courier network,14.51563,75.94942,ACC-03836,13533,22,M,False,2.5,0,34,429,76.6,5.3,4,0,False,True,344110064202400001,Under Investigation,1,False,14
INC-013534,2025-04-18,21,Chikkamagaluru,Chikkamagaluru PS-5,Burglary,forced entry - night,13.35523,75.74118,ACC-00783,13534,37,T,False,2.1,0,19,191,81.9,4.1,4,4,False,False,144150089202500023,Undetected,1,False,13
INC-013535,2024-12-17,23,Mysuru,Mysuru PS-1,Vehicle Theft,duplicate key,12.35002,76.71523,ACC-02952,13535,24,T,False,1.6,1,51,493,72.6,4.8,12,1,False,False,144020007202400037,Charge Sheeted,1,False,9
INC-013536,2024-01-24,19,Bidar,Bidar PS-3,Burglary,window forced entry,17.89843,77.51928,ACC-05703,13536,27,F,False,3.5,0,21,316,70.5,6.8,1,2,False,False,144120069202400030,Under Investigation,1,False,11
INC-013537,2023-04-08,23,Bagalkot,Bagalkot PS-2,Domestic Violence,repeat household dispute,16.11719,75.74741,ACC-07189,13537,35,M,False,2.5,0,22,316,68.8,6.0,4,5,True,False,144160092202300038,Under Investigation,1,False,19
INC-013538,2024-03-20,9,Chitradurga,Chitradurga PS-3,Domestic Violence,repeat household dispute,14.23179,76.4387,ACC-04438,13538,28,T,True,3.7,0,21,197,73.6,5.4,3,2,False,False,144170099202400034,Undetected,1,False,5
INC-013539,2025-01-01,13,Belagavi,Belagavi PS-4,Cyber Fraud,OTP scam,15.88563,74.49812,ACC-07334,13539,34,M,False,1.3,1,24,316,73.9,5.2,1,2,False,False,144040022202500035,Closed,1,False,16
INC-013540,2025-03-20,23,Bagalkot,Bagalkot PS-4,Domestic Violence,repeat household dispute,16.14349,75.66651,ACC-02146,13540,30,F,False,4.6,0,22,316,68.8,6.0,3,3,False,False,144160094202500034,Under Investigation,1,False,19
INC-013541,2024-04-20,13,Tumakuru,Tumakuru PS-4,Cyber Fraud,UPI phishing,13.27544,77.0787,ACC-01005,13541,23,F,False,3.8,0,22,276,75.1,5.0,4,5,True,False,444090052202400002,Under Investigation,1,False,17
INC-013542,2025-10-19,14,Bagalkot,Bagalkot PS-6,Assault,workplace dispute,16.17232,75.68391,ACC-04701,13542,58,T,False,2.2,0,22,316,68.8,6.0,10,6,True,False,844160096202500009,Under Investigation,1,False,19
INC-013543,2025-06-20,21,Tumakuru,Tumakuru PS-1,Theft,distraction technique,13.30405,77.24764,ACC-03693,13543,46,F,False,1.1,1,22,276,75.1,5.0,6,4,False,False,144090049202500034,Closed,1,False,17
INC-013544,2024-06-28,23,Bagalkot,Bagalkot PS-5,Burglary,window forced entry,16.23732,75.65546,ACC-03230,13544,12,T,False,2.7,1,22,316,68.8,6.0,6,4,False,False,144160095202400032,Charge Sheeted,1,False,19
INC-013545,2024-02-01,23,Mandya,Mandya PS-5,Theft,snatch-and-run,12.51395,76.93556,ACC-02633,13545,40,T,False,2.7,1,17,460,71.9,5.1,2,3,False,False,144190113202400039,Charge Sheeted,1,False,18
INC-013546,2024-01-22,23,Raichur,Raichur PS-1,Murder,personal enmity,16.22504,77.2413,ACC-00884,13546,20,M,False,8.2,1,24,335,60.5,7.2,1,0,False,False,344130073202400003,Charge Sheeted,1,False,0
INC-013547,2024-08-25,13,Bengaluru Urban,Bengaluru Urban PS-4,Drug Offense,courier network,12.95551,77.72129,ACC-01276,13547,22,F,False,4.0,0,91,4381,87.7,6.1,8,6,True,True,144010004202400025,Under Investigation,1,False,8
INC-013548,2025-10-21,15,Hassan,Hassan PS-3,Assault,altercation escalation,13.01958,76.06666,ACC-00780,13548,38,F,True,4.9,0,18,320,78.3,4.6,10,1,False,False,144180105202500027,Under Investigation,1,False,10
INC-013549,2025-01-12,20,Kolar,Kolar PS-1,Vehicle Theft,parking-lot theft,13.14186,78.08349,ACC-04723,13549,34,T,False,1.0,1,20,396,73.8,5.6,1,6,True,False,144140079202500035,Closed,1,False,7
INC-013550,2023-05-07,23,Kalaburagi,Kalaburagi PS-6,Theft,distraction technique,17.25469,76.81289,ACC-05262,13550,51,F,False,1.6,1,32,316,64.8,6.9,5,6,True,False,144060036202300018,Charge Sheeted,1,False,3
INC-013551,2024-10-02,20,Bengaluru Urban,Bengaluru Urban PS-2,Robbery,ATM area targeting,13.00861,77.64038,ACC-03543,13551,59,F,False,5.1,1,91,4381,87.7,6.1,10,2,False,False,144010002202400030,Charge Sheeted,1,False,8
INC-013552,2025-11-06,23,Davanagere,Davanagere PS-5,Domestic Violence,dowry-related,14.50578,76.00791,ACC-02622,13552,47,M,False,5.0,1,34,429,76.6,5.3,11,3,False,False,844110065202500002,Charge Sheeted,1,False,14
INC-013553,2023-09-18,20,Bagalkot,Bagalkot PS-2,Theft,shop-lifting,16.15455,75.76285,ACC-02258,13553,61,M,False,2.1,0,22,316,68.8,6.0,9,0,False,True,144160092202300039,Under Investigation,1,False,19
INC-013554,2024-08-12,13,Ballari,Ballari PS-2,Murder,domestic escalation,15.08717,76.87041,ACC-06563,13554,15,M,False,9.7,1,35,302,67.2,6.4,8,0,False,True,144070038202400034,Charge Sheeted,1,False,6
INC-013555,2023-04-22,23,Dakshina Kannada,Dakshina Kannada PS-2,Assault,altercation escalation,13.08035,74.84939,ACC-03978,13555,17,T,False,4.0,0,45,619,88.6,3.9,4,5,True,False,144030014202300025,Under Investigation,1,False,-1
INC-013556,2023-02-05,23,Dharwad,Dharwad PS-4,Domestic Violence,repeat household dispute,15.51119,75.08069,ACC-01614,13556,48,F,False,4.1,0,56,439,80.5,5.7,2,6,True,False,344050028202300002,Under Investigation,1,False,2
INC-013557,2024-10-09,17,Koppal,Koppal PS-3,Extortion,business intimidation,15.39896,76.11332,ACC-08089,13557,37,T,False,4.3,0,20,261,65.5,6.6,10,2,False,False,144200117202400035,Undetected,1,False,12
INC-013558,2025-11-17,19,Dakshina Kannada,Dakshina Kannada PS-3,Burglary,window forced entry,12.87574,74.86422,ACC-03248,13558,61,F,False,2.2,0,45,619,88.6,3.9,11,0,False,False,144030015202500038,Under Investigation,1,False,4
INC-013559,2025-04-02,22,Tumakuru,Tumakuru PS-3,Cyber Fraud,fake investment call,13.29295,77.06002,ACC-05694,13559,29,M,False,1.1,0,22,276,75.1,5.0,4,2,False,False,144090051202500033,Undetected,1,False,17
