CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
14142,144170098202500035,202500035,2025-08-11,387,98,1,2,4,9,2,17,2025-08-11 11:00:00,2025-08-11 12:00:00,2025-08-11 14:00:00,14.16204,76.38829,Domestic Violence incident reported at Chitradurga PS-2.
14143,144090054202500031,202500031,2025-08-09,64,54,1,2,2,5,3,9,2025-08-09 23:00:00,2025-08-10 00:00:00,2025-08-09 23:00:00,13.35483,77.04332,Burglary incident reported at Tumakuru PS-6.
14144,844120067202500007,202500007,2025-02-10,359,67,8,2,2,4,1,12,2025-02-10 23:00:00,2025-02-11 00:00:00,2025-02-11 07:00:00,17.95946,77.45627,Theft incident reported at Bidar PS-1.
14145,444010001202500001,202500001,2025-06-03,53,1,4,2,2,7,2,1,2025-06-03 18:00:00,2025-06-03 19:00:00,2025-06-04 03:00:00,12.80354,77.51646,Vehicle Theft incident reported at Bengaluru Urban PS-1.
14146,144100060202300034,202300034,2023-04-20,31,60,1,1,1,3,2,10,2023-04-20 16:00:00,2023-04-20 17:00:00,2023-04-20 16:00:00,13.34988,74.74266,Kidnapping incident reported at Udupi PS-6.
14147,144120068202500040,202500040,2025-07-10,63,68,1,2,2,6,4,12,2025-07-10 23:00:00,2025-07-11 00:00:00,2025-07-11 07:00:00,17.97445,77.42718,Robbery incident reported at Bidar PS-2.
14148,144120068202500041,202500041,2025-11-17,63,68,1,2,2,4,2,12,2025-11-17 18:00:00,2025-11-17 19:00:00,2025-11-18 05:00:00,17.92944,77.59876,Theft incident reported at Bidar PS-2.
14149,844110062202500006,202500006,2025-07-09,332,62,8,2,2,5,4,11,2025-07-09 15:00:00,2025-07-09 16:00:00,2025-07-09 20:00:00,14.46606,76.03276,Burglary incident reported at Davanagere PS-2.
14150,144160096202300022,202300022,2023-05-25,253,96,1,2,2,7,1,16,2023-05-25 18:00:00,2023-05-25 19:00:00,2023-05-26 06:00:00,16.15978,75.63367,Vehicle Theft incident reported at Bagalkot PS-6.
14151,144160091202300036,202300036,2023-05-13,19,91,1,2,2,4,4,16,2023-05-13 23:00:00,2023-05-14 00:00:00,2023-05-14 07:00:00,16.19644,75.66363,Theft incident reported at Bagalkot PS-1.
14152,144130073202300044,202300044,2023-07-03,143,73,1,2,2,4,1,13,2023-07-03 23:00:00,2023-07-04 00:00:00,2023-07-04 11:00:00,16.1728,77.26654,Theft incident reported at Raichur PS-1.
14153,144070037202500029,202500029,2025-09-03,71,37,1,2,4,9,1,7,2025-09-03 23:00:00,2025-09-04 00:00:00,2025-09-04 10:00:00,15.22153,76.89807,Domestic Violence incident reported at Ballari PS-1.
14154,144190109202300038,202300038,2023-03-30,91,109,1,2,1,2,2,19,2023-03-30 16:00:00,2023-03-30 17:00:00,2023-03-31 00:00:00,12.48571,76.88196,Assault incident reported at Mandya PS-1.
14155,144190113202500025,202500025,2025-06-27,252,113,1,2,3,8,3,19,2025-06-27 16:00:00,2025-06-27 17:00:00,2025-06-28 00:00:00,12.41202,76.94154,Cyber Fraud incident reported at Mandya PS-5.
14156,144130075202300043,202300043,2023-02-24,312,75,1,2,3,8,2,13,2023-02-24 19:00:00,2023-02-24 20:00:00,2023-02-25 03:00:00,16.23209,77.27488,Cyber Fraud incident reported at Raichur PS-3.
14157,144050028202500026,202500026,2025-12-16,341,28,1,2,2,6,2,5,2025-12-16 23:00:00,2025-12-17 00:00:00,2025-12-17 08:00:00,15.49965,74.95908,Robbery incident reported at Dharwad PS-4.
14158,144150085202300035,202300035,2023-02-22,115,85,1,2,2,4,1,15,2023-02-22 23:00:00,2023-02-23 00:00:00,2023-02-23 06:00:00,13.37329,75.65315,Theft incident reported at Chikkamagaluru PS-1.
14159,144080043202300042,202300042,2023-01-30,379,43,1,2,2,5,2,8,2023-01-30 19:00:00,2023-01-30 20:00:00,2023-01-30 22:00:00,14.01459,75.48666,Burglary incident reported at Shivamogga PS-1.
14160,144150089202300037,202300037,2023-06-18,45,89,1,2,4,9,4,15,2023-06-18 13:00:00,2023-06-18 14:00:00,2023-06-18 15:00:00,13.18767,75.81752,Domestic Violence incident reported at Chikkamagaluru PS-5.
14161,844060031202300003,202300003,2023-06-30,274,31,8,2,3,8,2,6,2023-06-30 23:00:00,2023-07-01 00:00:00,2023-07-01 09:00:00,17.27249,76.901,Cyber Fraud incident reported at Kalaburagi PS-1.
14162,144100058202400037,202400037,2024-09-03,144,58,1,2,1,2,3,10,2024-09-03 14:00:00,2024-09-03 15:00:00,2024-09-04 00:00:00,13.2437,74.75357,Assault incident reported at Udupi PS-4.
14163,144090052202400030,202400030,2024-06-08,299,52,1,2,3,8,1,9,2024-06-08 15:00:00,2024-06-08 16:00:00,2024-06-08 15:00:00,13.24914,77.17463,Cyber Fraud incident reported at Tumakuru PS-4.
14164,144190110202500042,202500042,2025-11-02,85,110,1,2,4,9,4,19,2025-11-02 17:00:00,2025-11-02 18:00:00,2025-11-02 18:00:00,12.48834,76.96368,Domestic Violence incident reported at Mandya PS-2.
14165,144080043202400032,202400032,2024-09-10,379,43,1,2,2,4,4,8,2024-09-10 19:00:00,2024-09-10 20:00:00,2024-09-11 04:00:00,13.89455,75.67977,Theft incident reported at Shivamogga PS-1.
14166,144050028202400033,202400033,2024-11-09,288,28,1,2,1,2,1,5,2024-11-09 23:00:00,2024-11-10 00:00:00,2024-11-10 00:00:00,15.54604,74.97638,Assault incident reported at Dharwad PS-4.
14167,144100056202400038,202400038,2024-10-23,201,56,1,1,1,1,1,10,2024-10-23 23:00:00,2024-10-24 00:00:00,2024-10-24 04:00:00,13.3035,74.80509,Murder incident reported at Udupi PS-2.
14168,144130076202400026,202400026,2024-09-07,271,76,1,2,2,6,1,13,2024-09-07 12:00:00,2024-09-07 13:00:00,2024-09-07 17:00:00,16.25037,77.34686,Robbery incident reported at Raichur PS-4.
14169,144090053202300034,202300034,2023-05-30,24,53,1,2,3,8,2,9,2023-05-30 19:00:00,2023-05-30 20:00:00,2023-05-30 19:00:00,13.30674,77.15818,Cyber Fraud incident reported at Tumakuru PS-5.
14170,844060036202300004,202300004,2023-06-24,372,36,8,2,2,4,4,6,2023-06-24 22:00:00,2023-06-24 23:00:00,2023-06-25 05:00:00,17.30116,76.90658,Theft incident reported at Kalaburagi PS-6.
14171,144070039202500036,202500036,2025-04-30,157,39,1,2,1,2,1,7,2025-04-30 20:00:00,2025-04-30 21:00:00,2025-05-01 00:00:00,15.04422,76.85401,Assault incident reported at Ballari PS-3.
14172,144190114202400022,202400022,2024-02-07,33,114,1,2,2,5,2,19,2024-02-07 23:00:00,2024-02-08 00:00:00,2024-02-08 02:00:00,12.54438,76.75222,Burglary incident reported at Mandya PS-6.
14173,144060035202500040,202500040,2025-09-29,158,35,1,2,1,2,1,6,2025-09-29 13:00:00,2025-09-29 14:00:00,2025-09-30 00:00:00,17.35742,76.80538,Assault incident reported at Kalaburagi PS-5.
14174,144020011202500037,202500037,2025-01-16,215,11,1,2,2,5,2,2,2025-01-16 21:00:00,2025-01-16 22:00:00,2025-01-17 06:00:00,12.38665,76.5328,Burglary incident reported at Mysuru PS-5.
14175,144170097202300029,202300029,2023-01-08,194,97,1,2,2,4,2,17,2023-01-08 23:00:00,2023-01-09 00:00:00,2023-01-09 01:00:00,14.25546,76.45062,Theft incident reported at Chitradurga PS-1.
14176,444150086202400002,202400002,2024-07-03,256,86,4,2,2,7,1,15,2024-07-03 15:00:00,2024-07-03 16:00:00,2024-07-03 17:00:00,13.32433,75.74282,Vehicle Theft incident reported at Chikkamagaluru PS-2.
14177,144020009202500031,202500031,2025-05-25,69,9,1,2,2,5,1,2,2025-05-25 14:00:00,2025-05-25 15:00:00,2025-05-25 22:00:00,12.27373,76.70922,Burglary incident reported at Mysuru PS-3.
14178,844140083202300003,202300003,2023-11-27,200,83,8,2,1,2,1,14,2023-11-27 23:00:00,2023-11-28 00:00:00,2023-11-28 10:00:00,13.14181,78.17481,Assault incident reported at Kolar PS-5.
14179,144180103202400031,202400031,2024-03-31,15,103,1,2,5,10,3,18,2024-03-31 21:00:00,2024-03-31 22:00:00,2024-04-01 06:00:00,13.06744,76.03548,Drug Offense incident reported at Hassan PS-1.
14180,144200120202300026,202300026,2023-08-01,259,120,1,2,2,4,4,20,2023-08-01 20:00:00,2023-08-01 21:00:00,2023-08-02 07:00:00,15.40783,75.97861,Theft incident reported at Koppal PS-6.
14181,144170099202500030,202500030,2025-11-06,126,99,1,2,3,8,1,17,2025-11-06 23:00:00,2025-11-07 00:00:00,2025-11-07 06:00:00,14.23013,76.36523,Cyber Fraud incident reported at Chitradurga PS-3.
14182,844130075202300004,202300004,2023-07-01,18,75,8,2,2,6,1,13,2023-07-01 23:00:00,2023-07-02 00:00:00,2023-07-02 08:00:00,16.26854,77.36287,Robbery incident reported at Raichur PS-3.
14183,144090053202400042,202400042,2024-03-12,232,53,1,2,2,5,4,9,2024-03-12 21:00:00,2024-03-12 22:00:00,2024-03-13 07:00:00,13.33025,77.0521,Burglary incident reported at Tumakuru PS-5.
14184,144110064202400031,202400031,2024-02-09,340,64,1,2,2,5,2,11,2024-02-09 17:00:00,2024-02-09 18:00:00,2024-02-10 00:00:00,14.53088,75.91577,Burglary incident reported at Davanagere PS-4.
14185,144190109202400035,202400035,2024-08-28,388,109,1,2,3,8,2,19,2024-08-28 20:00:00,2024-08-28 21:00:00,2024-08-29 04:00:00,12.5543,76.88397,Cyber Fraud incident reported at Mandya PS-1.
14186,144200118202400024,202400024,2024-07-10,375,118,1,2,2,4,1,20,2024-07-10 21:00:00,2024-07-10 22:00:00,2024-07-11 06:00:00,15.28257,76.24064,Theft incident reported at Koppal PS-4.
14187,144020007202400038,202400038,2024-01-19,264,7,1,2,2,4,1,2,2024-01-19 22:00:00,2024-01-19 23:00:00,2024-01-20 00:00:00,12.23756,76.67486,Theft incident reported at Mysuru PS-1.
14188,144170097202400039,202400039,2024-02-18,343,97,1,2,4,9,3,17,2024-02-18 23:00:00,2024-02-19 00:00:00,2024-02-19 08:00:00,14.22839,76.39551,Domestic Violence incident reported at Chitradurga PS-1.
14189,144150089202300038,202300038,2023-02-02,258,89,1,2,5,10,1,15,2023-02-02 21:00:00,2023-02-02 22:00:00,2023-02-03 06:00:00,13.28111,75.7697,Drug Offense incident reported at Chikkamagaluru PS-5.
14190,144040021202500026,202500026,2025-06-05,355,21,1,2,3,8,3,4,2025-06-05 16:00:00,2025-06-05 17:00:00,2025-06-05 23:00:00,15.85458,74.52979,Cyber Fraud incident reported at Belagavi PS-3.
14191,144140081202300032,202300032,2023-11-05,65,81,1,1,1,1,2,14,2023-11-05 19:00:00,2023-11-05 20:00:00,2023-11-06 07:00:00,13.11086,78.19187,Murder incident reported at Kolar PS-3.
14192,844040021202400004,202400004,2024-01-23,334,21,8,2,2,4,2,4,2024-01-23 20:00:00,2024-01-23 21:00:00,2024-01-23 23:00:00,15.9038,74.51008,Theft incident reported at Belagavi PS-3.
14193,144140082202400034,202400034,2024-07-02,205,82,1,2,3,8,2,14,2024-07-02 20:00:00,2024-07-02 21:00:00,2024-07-03 02:00:00,13.2328,78.18794,Cyber Fraud incident reported at Kolar PS-4.
14194,144140081202500034,202500034,2025-05-25,65,81,1,2,2,4,3,14,2025-05-25 23:00:00,2025-05-26 00:00:00,2025-05-26 03:00:00,13.09578,78.12283,Theft incident reported at Kolar PS-3.
14195,144170102202500040,202500040,2025-01-25,8,102,1,2,2,4,3,17,2025-01-25 23:00:00,2025-01-26 00:00:00,2025-01-26 06:00:00,14.22523,76.43339,Theft incident reported at Chitradurga PS-6.
14196,144140084202400036,202400036,2024-01-27,369,84,1,2,2,4,2,14,2024-01-27 23:00:00,2024-01-28 00:00:00,2024-01-28 03:00:00,13.13386,78.03639,Theft incident reported at Kolar PS-6.
14197,444100056202500002,202500002,2025-06-06,348,56,4,2,2,4,3,10,2025-06-06 13:00:00,2025-06-06 14:00:00,2025-06-06 17:00:00,13.33394,74.70125,Theft incident reported at Udupi PS-2.
14198,144140081202400020,202400020,2024-04-18,65,81,1,2,1,2,4,14,2024-04-18 22:00:00,2024-04-18 23:00:00,2024-04-18 22:00:00,13.08313,78.12129,Assault incident reported at Kolar PS-3.
14199,144020011202500038,202500038,2025-08-02,35,11,1,2,3,8,2,2,2025-08-02 19:00:00,2025-08-02 20:00:00,2025-08-02 21:00:00,12.26113,76.73469,Cyber Fraud incident reported at Mysuru PS-5.
14200,144130074202500030,202500030,2025-07-23,362,74,1,2,3,8,3,13,2025-07-23 23:00:00,2025-07-24 00:00:00,2025-07-24 09:00:00,16.13028,77.35745,Cyber Fraud incident reported at Raichur PS-2.
14201,844020011202400002,202400002,2024-09-10,215,11,8,1,1,1,2,2,2024-09-10 23:00:00,2024-09-11 00:00:00,2024-09-10 23:00:00,12.29031,76.63414,Murder incident reported at Mysuru PS-5.
14202,344180107202500002,202500002,2025-06-11,170,107,3,2,2,4,1,18,2025-06-11 20:00:00,2025-06-11 21:00:00,2025-06-11 21:00:00,12.99711,76.03193,Theft incident reported at Hassan PS-5.
14203,144150089202500024,202500024,2025-02-06,45,89,1,2,2,5,2,15,2025-02-06 23:00:00,2025-02-07 00:00:00,2025-02-07 02:00:00,13.34018,75.81196,Burglary incident reported at Chikkamagaluru PS-5.
14204,144110065202500040,202500040,2025-05-21,328,65,1,2,2,4,1,11,2025-05-21 23:00:00,2025-05-22 00:00:00,2025-05-22 05:00:00,14.47108,76.08074,Theft incident reported at Davanagere PS-5.
14205,444160094202300002,202300002,2023-04-04,145,94,4,2,2,4,3,16,2023-04-04 10:00:00,2023-04-04 11:00:00,2023-04-04 17:00:00,16.19126,75.73502,Theft incident reported at Bagalkot PS-4.
14206,144120067202300036,202300036,2023-11-28,36,67,1,2,5,10,1,12,2023-11-28 20:00:00,2023-11-28 21:00:00,2023-11-28 23:00:00,17.95014,77.46217,Drug Offense incident reported at Bidar PS-1.
14207,144110063202500038,202500038,2025-12-23,245,63,1,2,2,6,3,11,2025-12-23 14:00:00,2025-12-23 15:00:00,2025-12-23 15:00:00,14.45092,76.02904,Robbery incident reported at Davanagere PS-3.
14208,144020010202400035,202400035,2024-09-30,204,10,1,2,2,6,2,2,2024-09-30 23:00:00,2024-10-01 00:00:00,2024-10-01 06:00:00,12.31588,76.67812,Robbery incident reported at Mysuru PS-4.
14209,144180103202400032,202400032,2024-09-17,15,103,1,2,2,4,3,18,2024-09-17 17:00:00,2024-09-17 18:00:00,2024-09-18 02:00:00,13.11662,76.06864,Theft incident reported at Hassan PS-1.
14210,844150087202400002,202400002,2024-05-12,297,87,8,2,2,5,1,15,2024-05-12 20:00:00,2024-05-12 21:00:00,2024-05-13 06:00:00,13.30275,75.72035,Burglary incident reported at Chikkamagaluru PS-3.
14211,144190113202300043,202300043,2023-12-15,307,113,1,2,1,3,2,19,2023-12-15 21:00:00,2023-12-15 22:00:00,2023-12-16 06:00:00,12.49505,76.95583,Kidnapping incident reported at Mandya PS-5.
14212,144130076202400027,202400027,2024-11-12,110,76,1,1,1,1,2,13,2024-11-12 10:00:00,2024-11-12 11:00:00,2024-11-12 19:00:00,16.24288,77.34312,Murder incident reported at Raichur PS-4.
14213,144190110202400047,202400047,2024-12-09,85,110,1,2,2,4,2,19,2024-12-09 20:00:00,2024-12-09 21:00:00,2024-12-10 00:00:00,12.69716,76.92735,Theft incident reported at Mandya PS-2.
14214,144060036202400039,202400039,2024-06-18,339,36,1,2,1,2,3,6,2024-06-18 17:00:00,2024-06-18 18:00:00,2024-06-18 22:00:00,17.39411,76.85367,Assault incident reported at Kalaburagi PS-6.
14215,144080046202400039,202400039,2024-05-20,10,46,1,2,2,4,2,8,2024-05-20 20:00:00,2024-05-20 21:00:00,2024-05-20 20:00:00,13.87372,75.51216,Theft incident reported at Shivamogga PS-4.
14216,144050026202500043,202500043,2025-08-01,400,26,1,2,1,2,2,5,2025-08-01 17:00:00,2025-08-01 18:00:00,2025-08-01 19:00:00,15.45953,75.02511,Assault incident reported at Dharwad PS-2.
14217,144030013202400033,202400033,2024-01-24,108,13,1,2,1,2,1,3,2024-01-24 19:00:00,2024-01-24 20:00:00,2024-01-25 01:00:00,13.00153,74.77793,Assault incident reported at Dakshina Kannada PS-1.
14218,844110065202500003,202500003,2025-12-30,328,65,8,2,2,7,4,11,2025-12-30 17:00:00,2025-12-30 18:00:00,2025-12-30 19:00:00,14.38512,75.93513,Vehicle Theft incident reported at Davanagere PS-5.
14219,144070037202400041,202400041,2024-11-28,324,37,1,2,2,4,4,7,2024-11-28 23:00:00,2024-11-29 00:00:00,2024-11-29 07:00:00,15.18329,77.03947,Theft incident reported at Ballari PS-1.
14220,144030015202500040,202500040,2025-02-19,236,15,1,2,2,4,2,3,2025-02-19 23:00:00,2025-02-20 00:00:00,2025-02-20 06:00:00,12.85395,74.90696,Theft incident reported at Dakshina Kannada PS-3.
14221,144100058202400038,202400038,2024-09-11,144,58,1,2,1,2,2,10,2024-09-11 15:00:00,2024-09-11 16:00:00,2024-09-12 01:00:00,13.38768,74.82848,Assault incident reported at Udupi PS-4.
14222,144180104202300029,202300029,2023-11-05,290,104,1,2,4,9,1,18,2023-11-05 20:00:00,2023-11-05 21:00:00,2023-11-05 21:00:00,13.04472,76.09088,Domestic Violence incident reported at Hassan PS-2.
14223,144040024202400033,202400033,2024-02-23,124,24,1,2,2,6,2,4,2024-02-23 23:00:00,2024-02-24 00:00:00,2024-02-24 01:00:00,15.9017,74.58759,Robbery incident reported at Belagavi PS-6.
14224,144060034202500040,202500040,2025-06-28,160,34,1,2,2,11,3,6,2025-06-28 11:00:00,2025-06-28 12:00:00,2025-06-28 13:00:00,17.29486,76.91389,Extortion incident reported at Kalaburagi PS-4.
14225,144100059202500035,202500035,2025-09-05,190,59,1,2,2,5,1,10,2025-09-05 13:00:00,2025-09-05 14:00:00,2025-09-05 18:00:00,13.41538,74.72526,Burglary incident reported at Udupi PS-5.
14226,144040023202500042,202500042,2025-02-27,281,23,1,2,2,5,2,4,2025-02-27 13:00:00,2025-02-27 14:00:00,2025-02-27 15:00:00,15.81448,74.56098,Burglary incident reported at Belagavi PS-5.
14227,144030015202500041,202500041,2025-12-03,236,15,1,1,1,1,2,3,2025-12-03 14:00:00,2025-12-03 15:00:00,2025-12-03 23:00:00,12.83821,74.81877,Murder incident reported at Dakshina Kannada PS-3.
14228,144110062202500031,202500031,2025-02-12,332,62,1,2,2,6,1,11,2025-02-12 16:00:00,2025-02-12 17:00:00,2025-02-12 23:00:00,14.46248,76.02009,Robbery incident reported at Davanagere PS-2.
14229,144180106202300029,202300029,2023-03-16,203,106,1,2,2,6,1,18,2023-03-16 15:00:00,2023-03-16 16:00:00,2023-03-17 02:00:00,12.93209,76.0375,Robbery incident reported at Hassan PS-4.
14230,344030013202400002,202400002,2024-06-09,320,13,3,2,3,8,2,3,2024-06-09 17:00:00,2024-06-09 18:00:00,2024-06-09 22:00:00,12.92094,74.9549,Cyber Fraud incident reported at Dakshina Kannada PS-1.
14231,144070042202500033,202500033,2025-01-31,347,42,1,1,1,1,1,7,2025-01-31 21:00:00,2025-01-31 22:00:00,2025-02-01 06:00:00,15.17772,77.00385,Murder incident reported at Ballari PS-6.
14232,144030014202500038,202500038,2025-07-03,366,14,1,2,5,10,1,3,2025-07-03 13:00:00,2025-07-03 14:00:00,2025-07-03 22:00:00,12.90235,74.99547,Drug Offense incident reported at Dakshina Kannada PS-2.
14233,144120071202400043,202400043,2024-03-10,84,71,1,2,4,9,3,12,2024-03-10 17:00:00,2024-03-10 18:00:00,2024-03-11 04:00:00,17.82782,77.38201,Domestic Violence incident reported at Bidar PS-5.
14234,144110061202300024,202300024,2023-04-20,62,61,1,2,1,2,4,11,2023-04-20 18:00:00,2023-04-20 19:00:00,2023-04-21 01:00:00,14.47201,75.92229,Assault incident reported at Davanagere PS-1.
14235,144070039202300038,202300038,2023-04-19,306,39,1,2,5,10,2,7,2023-04-19 23:00:00,2023-04-20 00:00:00,2023-04-20 06:00:00,15.21166,77.00051,Drug Offense incident reported at Ballari PS-3.
14236,144190109202500034,202500034,2025-08-14,388,109,1,2,2,4,4,19,2025-08-14 18:00:00,2025-08-14 19:00:00,2025-08-15 05:00:00,12.51041,76.91931,Theft incident reported at Mandya PS-1.
14237,344150086202500003,202500003,2025-02-28,292,86,3,2,3,8,3,15,2025-02-28 20:00:00,2025-02-28 21:00:00,2025-03-01 02:00:00,13.33772,75.8427,Cyber Fraud incident reported at Chikkamagaluru PS-2.
14238,144050030202500032,202500032,2025-11-28,228,30,1,2,2,5,1,5,2025-11-28 20:00:00,2025-11-28 21:00:00,2025-11-29 08:00:00,15.52079,75.03906,Burglary incident reported at Dharwad PS-6.
14239,144010004202300027,202300027,2023-08-01,34,4,1,2,5,10,1,1,2023-08-01 16:00:00,2023-08-01 17:00:00,2023-08-01 16:00:00,12.93209,77.52206,Drug Offense incident reported at Bengaluru Urban PS-4.
14240,144040022202300028,202300028,2023-05-18,197,22,1,1,1,1,1,4,2023-05-18 19:00:00,2023-05-18 20:00:00,2023-05-18 19:00:00,15.95672,74.49442,Murder incident reported at Belagavi PS-4.
14241,344160095202400001,202400001,2024-02-05,338,95,3,2,2,4,1,16,2024-02-05 15:00:00,2024-02-05 16:00:00,2024-02-05 16:00:00,16.25623,75.5921,Theft incident reported at Bagalkot PS-5.
14242,144150085202500043,202500043,2025-08-22,155,85,1,2,1,2,1,15,2025-08-22 11:00:00,2025-08-22 12:00:00,2025-08-22 16:00:00,13.33831,75.71675,Assault incident reported at Chikkamagaluru PS-1.
14243,144090053202500032,202500032,2025-04-28,377,53,1,2,5,10,1,9,2025-04-28 14:00:00,2025-04-28 15:00:00,2025-04-28 15:00:00,13.22886,77.18815,Drug Offense incident reported at Tumakuru PS-5.
14244,144020008202400038,202400038,2024-06-19,180,8,1,2,4,9,1,2,2024-06-19 17:00:00,2024-06-19 18:00:00,2024-06-19 18:00:00,12.23718,76.52529,Domestic Violence incident reported at Mysuru PS-2.
14245,144100060202400037,202400037,2024-07-26,31,60,1,2,2,6,2,10,2024-07-26 15:00:00,2024-07-26 16:00:00,2024-07-26 21:00:00,13.3874,74.59584,Robbery incident reported at Udupi PS-6.
14246,144190113202400041,202400041,2024-03-16,383,113,1,2,2,6,2,19,2024-03-16 22:00:00,2024-03-16 23:00:00,2024-03-17 10:00:00,12.549,76.90269,Robbery incident reported at Mandya PS-5.
14247,144040024202500034,202500034,2025-06-12,225,24,1,2,2,5,3,4,2025-06-12 21:00:00,2025-06-12 22:00:00,2025-06-12 21:00:00,15.93533,74.54146,Burglary incident reported at Belagavi PS-6.
14248,144190113202400042,202400042,2024-07-23,46,113,1,1,1,3,1,19,2024-07-23 16:00:00,2024-07-23 17:00:00,2024-07-23 23:00:00,12.55911,76.88166,Kidnapping incident reported at Mandya PS-5.
14249,444130074202300002,202300002,2023-01-11,362,74,4,2,2,4,2,13,2023-01-11 15:00:00,2023-01-11 16:00:00,2023-01-12 00:00:00,16.1408,77.45297,Theft incident reported at Raichur PS-2.
14250,144150085202300036,202300036,2023-09-13,115,85,1,2,3,8,3,15,2023-09-13 18:00:00,2023-09-13 19:00:00,2023-09-14 06:00:00,13.25732,75.78504,Cyber Fraud incident reported at Chikkamagaluru PS-1.
14251,144110065202300030,202300030,2023-03-03,90,65,1,2,1,2,4,11,2023-03-03 23:00:00,2023-03-04 00:00:00,2023-03-04 00:00:00,14.49132,76.02058,Assault incident reported at Davanagere PS-5.
14252,144080043202400033,202400033,2024-08-19,379,43,1,2,3,8,2,8,2024-08-19 23:00:00,2024-08-20 00:00:00,2024-08-20 03:00:00,13.90055,75.50603,Cyber Fraud incident reported at Shivamogga PS-1.
14253,144040021202400032,202400032,2024-06-06,181,21,1,2,2,6,3,4,2024-06-06 14:00:00,2024-06-06 15:00:00,2024-06-06 19:00:00,15.84808,74.57782,Robbery incident reported at Belagavi PS-3.
14254,144170102202300044,202300044,2023-02-20,185,102,1,2,2,5,2,17,2023-02-20 23:00:00,2023-02-21 00:00:00,2023-02-21 05:00:00,14.23041,76.41918,Burglary incident reported at Chitradurga PS-6.
14255,144170099202400038,202400038,2024-10-05,126,99,1,2,2,4,1,17,2024-10-05 23:00:00,2024-10-06 00:00:00,2024-10-06 09:00:00,14.17574,76.39664,Theft incident reported at Chitradurga PS-3.
14256,144110065202300031,202300031,2023-06-02,90,65,1,2,1,3,4,11,2023-06-02 20:00:00,2023-06-02 21:00:00,2023-06-02 20:00:00,14.44934,76.05323,Kidnapping incident reported at Davanagere PS-5.
14257,144010001202400031,202400031,2024-08-23,249,1,1,2,3,8,1,1,2024-08-23 23:00:00,2024-08-24 00:00:00,2024-08-24 06:00:00,12.93226,77.49741,Cyber Fraud incident reported at Bengaluru Urban PS-1.
14258,144060034202300036,202300036,2023-06-08,160,34,1,2,2,7,4,6,2023-06-08 23:00:00,2023-06-09 00:00:00,2023-06-09 06:00:00,17.36706,76.88476,Vehicle Theft incident reported at Kalaburagi PS-4.
14259,144070041202300044,202300044,2023-06-06,92,41,1,2,2,4,1,7,2023-06-06 20:00:00,2023-06-06 21:00:00,2023-06-07 07:00:00,15.09643,76.98435,Theft incident reported at Ballari PS-5.
14260,844140084202300008,202300008,2023-09-13,369,84,8,2,5,10,3,14,2023-09-13 23:00:00,2023-09-14 00:00:00,2023-09-14 11:00:00,13.1023,78.15193,Drug Offense incident reported at Kolar PS-6.
14261,144110061202300025,202300025,2023-04-22,62,61,1,2,2,5,3,11,2023-04-22 12:00:00,2023-04-22 13:00:00,2023-04-22 13:00:00,14.45244,76.05179,Burglary incident reported at Davanagere PS-1.
14262,144030016202300035,202300035,2023-12-20,88,16,1,2,2,7,2,3,2023-12-20 16:00:00,2023-12-20 17:00:00,2023-12-20 18:00:00,12.90555,74.85923,Vehicle Theft incident reported at Dakshina Kannada PS-4.
14263,144190109202400036,202400036,2024-06-21,388,109,1,2,2,5,2,19,2024-06-21 18:00:00,2024-06-21 19:00:00,2024-06-22 03:00:00,12.59235,76.89917,Burglary incident reported at Mandya PS-1.
14264,144150090202300042,202300042,2023-09-08,255,90,1,2,2,6,1,15,2023-09-08 17:00:00,2023-09-08 18:00:00,2023-09-08 21:00:00,13.30961,75.7638,Robbery incident reported at Chikkamagaluru PS-6.
14265,144130077202400033,202400033,2024-10-18,165,77,1,2,2,5,4,13,2024-10-18 21:00:00,2024-10-18 22:00:00,2024-10-19 07:00:00,16.24993,77.37464,Burglary incident reported at Raichur PS-5.
14266,144130073202300045,202300045,2023-10-27,212,73,1,2,2,4,4,13,2023-10-27 21:00:00,2023-10-27 22:00:00,2023-10-28 07:00:00,16.19627,77.29035,Theft incident reported at Raichur PS-1.
14267,144110066202500041,202500041,2025-10-20,367,66,1,2,2,5,1,11,2025-10-20 15:00:00,2025-10-20 16:00:00,2025-10-20 22:00:00,14.39835,76.03883,Burglary incident reported at Davanagere PS-6.
14268,144020012202500037,202500037,2025-08-31,349,12,1,2,3,8,1,2,2025-08-31 15:00:00,2025-08-31 16:00:00,2025-09-01 01:00:00,12.42805,76.59295,Cyber Fraud incident reported at Mysuru PS-6.
14269,844070040202300008,202300008,2023-12-28,286,40,8,2,4,9,1,7,2023-12-28 14:00:00,2023-12-28 15:00:00,2023-12-29 02:00:00,15.16663,76.82288,Domestic Violence incident reported at Ballari PS-4.
14270,144140084202500033,202500033,2025-02-12,176,84,1,2,2,7,3,14,2025-02-12 21:00:00,2025-02-12 22:00:00,2025-02-13 07:00:00,13.13002,78.1277,Vehicle Theft incident reported at Kolar PS-6.
